"ID","Card","LocationCode","LocationName","Province","Country","Year","StartDate","Season","TimeStart","TimeEnd","Compiler","CountType","Shoreline","OpenWater","WetlandCondition","WetlandThreat","CountCondition","NoCount","TotalCount","TotalSpecies","Notes","record_status","Survey_notes","SppRef","WetIntCode","Odr","Family","Genus","Species","Common_group","Common_species","Count","Pairs","Breeding_code","Count_id","Y","X"
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2016,2016-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",54,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2016,2016-12-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",58,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-01-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",6,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-02-01,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",3,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-03-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",18,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-04-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",30,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-05-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",36,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-06-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",39,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-07-01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",26,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-08-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",16,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-09-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",8,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-10-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",17,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",4,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-12-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",14,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-01-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-02-01,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",2,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-03-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",6,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-04-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",3,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-05-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",17,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-06-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",31,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-07-01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",38,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-08-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",26,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-09-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",49,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-10-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",16,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",16,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-01-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",215,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-02-01,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",2,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-03-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",8,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-04-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",22,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-05-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",25,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-07-01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",32,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-08-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",19,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-10-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"FULCR",NA,NA,NA,"Red-knobbed Coot","Coot","Red-knobbed",1,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2016,2016-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",5,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2016,2016-12-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",18,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-01-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",30,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-02-01,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-03-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",1,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-04-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",2,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-05-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-06-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-07-01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-08-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-09-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-10-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",7,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",200,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-12-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",300,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-01-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",45,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-02-01,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",3,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-03-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-04-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-05-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",28,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-06-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",20,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-07-01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-08-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-09-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-10-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",25,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",17,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-01-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",25,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-02-01,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-03-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-04-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-05-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",20,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-07-01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-08-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2019,2019-10-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"BUBIB",NA,NA,NA,"Western Cattle Egret","Egret","Western Cattle",62,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2016,2016-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",1,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2016,2016-12-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",2,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-01-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-02-01,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-03-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-04-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",4,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-05-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",16,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-06-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",73,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-07-01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",91,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-08-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",20,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-09-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-10-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",3,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",2,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2017,2017-12-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",1,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-01-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-02-01,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",0,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-03-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",2,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-04-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",14,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-05-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",57,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-06-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",38,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-07-01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",26,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-08-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",7,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-09-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",17,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-10-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",9,NA,NA,NA,-28.77028,24.80158
NA,NA,28462448,"Du Toit's Pan","Northern Cape","South Africa",2018,2018-11-01,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"TACRU",NA,NA,NA,"Little Grebe","Grebe","Little",9,NA,NA,NA,-28.77028,24.80158
