"beta","deviance","lambda","log.lik","phi","pj","psi_s","psi_w","sig.alpha","sig.e","sig.eps","sig.zeta","stt_s","stt_w","tau.jump","nc_pars","nc_obs","npars","nobs","sp","years","Tmean","Tsd","Tdiff","large_ci"
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,6,15,2112,102,"93_24",0.565,0.568,0,"2,9,35"
