"CardNo","StartDate","Pentad","year","obs"
"2925_3025_000278_20231215",2023-12-15,"2925_3025",2023,0
"2925_3020_000278_20231215",2023-12-15,"2925_3020",2023,0
"3135_1935_016815_20231201",2023-12-01,"3135_1935",2023,0
"3135_1935_016815_20231206",2023-12-06,"3135_1935",2023,0
"2520_2705_010051_20231213",2023-12-13,"2520_2705",2023,0
"2505_3155_001858_20231210",2023-12-10,"2505_3155",2023,0
"2505_3150_001858_20231210",2023-12-10,"2505_3150",2023,0
"2500_3150_001858_20231211",2023-12-11,"2500_3150",2023,0
"2500_3145_001858_20231211",2023-12-11,"2500_3145",2023,0
"2455_3150_001858_20231211",2023-12-11,"2455_3150",2023,0
"2455_3140_001858_20231211",2023-12-11,"2455_3140",2023,0
"2500_3155_001858_20231212",2023-12-12,"2500_3155",2023,0
"2455_3135_001858_20231213",2023-12-13,"2455_3135",2023,0
"2510_3155_001858_20231211",2023-12-11,"2510_3155",2023,0
"2455_3130_001858_20231213",2023-12-13,"2455_3130",2023,0
"2515_3145_001858_20231215",2023-12-15,"2515_3145",2023,0
"2520_3150_001858_20231215",2023-12-15,"2520_3150",2023,0
"2510_3150_001858_20231210",2023-12-10,"2510_3150",2023,0
"2520_3150_001858_20231210",2023-12-10,"2520_3150",2023,0
"2455_3145_001858_20231211",2023-12-11,"2455_3145",2023,0
"2515_3150_001858_20231210",2023-12-10,"2515_3150",2023,0
"2535_2745_010821_20231211",2023-12-11,"2535_2745",2023,0
"3400_2315_015485_20231116",2023-11-16,"3400_2315",2023,0
"3355_2325_015485_20231115",2023-11-15,"3355_2325",2023,0
"3355_2540_014991_20231214",2023-12-14,"3355_2540",2023,0
"3400_2540_014991_20231213",2023-12-13,"3400_2540",2023,0
"3410_2145_011356_20231209",2023-12-09,"3410_2145",2023,1
"3355_2225_011356_20231211",2023-12-11,"3355_2225",2023,0
"3415_2150_011356_20231209",2023-12-09,"3415_2150",2023,0
"3400_2450_010253_20231211",2023-12-11,"3400_2450",2023,0
"2455_3135_022640_20231215",2023-12-15,"2455_3135",2023,0
"3255_2755_021180_20231212",2023-12-12,"3255_2755",2023,0
"3355_2525_022223_20231215",2023-12-15,"3355_2525",2023,0
"3225_2400_019120_20231214",2023-12-14,"3225_2400",2023,0
"3415_1915_011685_20231213",2023-12-13,"3415_1915",2023,0
"2550_2755_021067_20231216",2023-12-16,"2550_2755",2023,0
"2820_2325_010318_20231209",2023-12-09,"2820_2325",2023,0
"2820_2325_010318_20231202",2023-12-02,"2820_2325",2023,0
"2810_2330_010318_20231202",2023-12-02,"2810_2330",2023,1
"2820_2325_010318_20231021",2023-10-21,"2820_2325",2023,0
"3020_3040_017770_20231216",2023-12-16,"3020_3040",2023,0
"3030_2515_013991_20231215",2023-12-15,"3030_2515",2023,0
"3355_2535_001979_20231210",2023-12-10,"3355_2535",2023,0
"3405_2440_001979_20231215",2023-12-15,"3405_2440",2023,0
"3355_2530_001979_20231210",2023-12-10,"3355_2530",2023,0
"3415_2150_015706_20231215",2023-12-15,"3415_2150",2023,0
"2945_2925_012223_20231207",2023-12-07,"2945_2925",2023,0
"3405_1845_019133_20231209",2023-12-09,"3405_1845",2023,1
"2650_2745_000527_20231216",2023-12-16,"2650_2745",2023,0
"2350_2925_011071_20231214",2023-12-14,"2350_2925",2023,0
"2655_2740_000527_20231216",2023-12-16,"2655_2740",2023,0
"3215_2430_001475_20231213",2023-12-13,"3215_2430",2023,0
"2600_2755_010857_20231201",2023-12-01,"2600_2755",2023,0
"2600_2755_010857_20231211",2023-12-11,"2600_2755",2023,0
"3045_3025_016300_20231211",2023-12-11,"3045_3025",2023,0
"2945_3045_018016_20231108",2023-11-08,"2945_3045",2023,0
"3050_2745_020203_20231211",2023-12-11,"3050_2745",2023,0
"3415_2150_012142_20231213",2023-12-13,"3415_2150",2023,0
"3420_2150_012142_20231213",2023-12-13,"3420_2150",2023,0
"3020_3040_021929_20231216",2023-12-16,"3020_3040",2023,0
"2850_2955_000278_20231216",2023-12-16,"2850_2955",2023,0
"2850_3000_000278_20231216",2023-12-16,"2850_3000",2023,0
"2610_2815_022168_20231216",2023-12-16,"2610_2815",2023,0
"3405_1855_011005_20231216",2023-12-16,"3405_1855",2023,0
"3355_2235_001909_20231216",2023-12-16,"3355_2235",2023,0
"2630_3000_000614_20231212",2023-12-12,"2630_3000",2023,0
"2625_3000_000614_20231213",2023-12-13,"2625_3000",2023,0
"2625_2955_000614_20231213",2023-12-13,"2625_2955",2023,0
"2620_2955_000614_20231213",2023-12-13,"2620_2955",2023,0
"2620_3000_000614_20231213",2023-12-13,"2620_3000",2023,0
"2550_2815_014532_20231216",2023-12-16,"2550_2815",2023,0
"2445_2815_019005_20231212",2023-12-12,"2445_2815",2023,0
"2610_2815_014228_20231212",2023-12-12,"2610_2815",2023,0
"3415_2150_011907_20231215",2023-12-16,"3415_2150",2023,1
"3145_2340_011268_20230427",2023-04-27,"3145_2340",2023,0
"3145_2345_011268_20230428",2023-04-28,"3145_2345",2023,0
"2605_2800_000135_20231212",2023-12-12,"2605_2800",2023,0
"2605_2800_000135_20231207",2023-12-07,"2605_2800",2023,0
"2605_2800_000135_20231202",2023-12-02,"2605_2800",2023,0
"2605_2800_000135_20231127",2023-11-27,"2605_2800",2023,0
"2525_3015_000135_20231125",2023-11-25,"2525_3015",2023,0
"2605_2800_000135_20231116",2023-11-16,"2605_2800",2023,0
"2605_2800_000135_20231013",2023-10-13,"2605_2800",2023,0
"2600_2800_021929_20231112",2023-11-12,"2600_2800",2023,0
"2605_2800_000135_20231121",2023-11-21,"2605_2800",2023,0
"2605_2800_000135_20230930",2023-09-30,"2605_2800",2023,0
"2605_2800_000135_20230910",2023-09-10,"2605_2800",2023,0
"2605_2800_000135_20230915",2023-09-15,"2605_2800",2023,0
"3305_1945_000135_20230925",2023-09-25,"3305_1945",2023,0
"2605_2800_000135_20231111",2023-11-11,"2605_2800",2023,0
"2605_2800_000135_20230905",2023-09-05,"2605_2800",2023,0
"2545_2810_020982_20231212",2023-12-12,"2545_2810",2023,0
"2630_3005_000614_20231215",2023-12-15,"2630_3005",2023,0
"2625_3005_000614_20231215",2023-12-15,"2625_3005",2023,0
"2550_2650_012151_20231211",2023-12-11,"2550_2650",2023,0
"2800_2930_021949_20231215",2023-12-15,"2800_2930",2023,0
"2835_2820_021949_20231205",2023-12-05,"2835_2820",2023,0
"2830_2835_021949_20231208",2023-12-08,"2830_2835",2023,0
"3420_1905_021979_20231217",2023-12-17,"3420_1905",2023,1
"2400_3000_011455_20231217",2023-12-17,"2400_3000",2023,0
"3405_2445_001979_20231214",2023-12-14,"3405_2445",2023,0
"2540_2815_011328_20231216",2023-12-16,"2540_2815",2023,0
"2505_2850_010101_20231216",2023-12-16,"2505_2850",2023,1
"2640_2730_001651_20231213",2023-12-13,"2640_2730",2023,0
"2625_2725_001651_20231212",2023-12-12,"2625_2725",2023,0
"2555_2840_010101_20230604",2023-06-04,"2555_2840",2023,0
"3025_3035_011244_20231217",2023-12-17,"3025_3035",2023,0
"2535_3045_010916_20231213",2023-12-13,"2535_3045",2023,0
"3400_2530_000916_20231217",2023-12-17,"3400_2530",2023,0
"2940_3105_021929_20231213",2023-12-13,"2940_3105",2023,0
"3420_2125_010942_20231215",2023-12-15,"3420_2125",2023,0
"2645_2745_000527_20231213",2023-12-13,"2645_2745",2023,0
"2655_2745_000527_20231217",2023-12-17,"2655_2745",2023,0
"3400_2535_014991_20231217",2023-12-17,"3400_2535",2023,0
"2535_2820_019329_20231213",2023-12-13,"2535_2820",2023,0
"3400_2230_001909_20231215",2023-12-15,"3400_2230",2023,0
"3415_2150_001909_20231215",2023-12-15,"3415_2150",2023,0
"3055_3015_019329_20230410",2023-04-10,"3055_3015",2023,0
"2645_2640_010651_20231212",2023-12-12,"2645_2640",2023,1
"2525_3135_020256_20231217",2023-12-17,"2525_3135",2023,0
"2745_2915_018286_20231212",2023-12-12,"2745_2915",2023,0
"2620_2830_002294_20231215",2023-12-15,"2620_2830",2023,0
"2525_2925_002294_20231216",2023-12-16,"2525_2925",2023,0
"2620_2830_002294_20231028",2023-10-28,"2620_2830",2023,0
"2520_2925_002294_20231021",2023-10-21,"2520_2925",2023,0
"2520_2920_002294_20231021",2023-10-21,"2520_2920",2023,0
"2525_2930_002294_20231021",2023-10-21,"2525_2930",2023,0
"3320_1805_002076_20231215",2023-12-15,"3320_1805",2023,0
"2805_2840_002043_20231217",2023-12-17,"2805_2840",2023,0
"2800_2840_002043_20231217",2023-12-17,"2800_2840",2023,0
"2800_2835_002043_20231217",2023-12-17,"2800_2835",2023,0
"2540_2810_022455_20231213",2023-12-13,"2540_2810",2023,0
"2815_2815_002043_20231206",2023-12-06,"2815_2815",2023,0
"2630_3000_020185_20231212",2023-12-12,"2630_3000",2023,0
"2620_3000_020185_20231213",2023-12-13,"2620_3000",2023,0
"2630_3005_020185_20231215",2023-12-15,"2630_3005",2023,0
"2625_2955_020185_20231213",2023-12-13,"2625_2955",2023,0
"2620_2955_020185_20231213",2023-12-13,"2620_2955",2023,0
"2525_2900_014823_20231217",2023-12-17,"2525_2900",2023,0
"2620_2830_014823_20231216",2023-12-16,"2620_2830",2023,0
"2540_2815_022558_20231215",2023-12-15,"2540_2815",2023,0
"2600_2800_010870_20231211",2023-12-11,"2600_2800",2023,0
"2555_2805_010870_20231212",2023-12-12,"2555_2805",2023,0
"2600_2800_010870_20231216",2023-12-16,"2600_2800",2023,0
"3345_1820_010490_20231214",2023-12-14,"3345_1820",2023,0
"3415_1820_010490_20231210",2023-12-10,"3415_1820",2023,0
"2350_3130_021154_20231213",2023-12-13,"2350_3130",2023,0
"2540_2800_015688_20231215",2023-12-15,"2540_2800",2023,0
"2535_2900_015688_20231202",2023-12-02,"2535_2900",2023,0
"2455_3050_010869_20231213",2023-12-13,"2455_3050",2023,0
"3415_2150_011619_20231210",2023-12-10,"3415_2150",2023,0
"2540_2745_013201_20231213",2023-12-13,"2540_2745",2023,0
"3420_2150_011619_20231210",2023-12-10,"3420_2150",2023,0
"3245_1900_010865_20231215",2023-12-15,"3245_1900",2023,0
"3135_1935_016815_20231211",2023-12-11,"3135_1935",2023,0
"3135_1940_016815_20231211",2023-12-11,"3135_1940",2023,0
"3305_1800_000976_20231215",2023-12-15,"3305_1800",2023,0
"2550_2815_021001_20231211",2023-12-11,"2550_2815",2023,0
"3245_1805_000976_20231213",2023-12-13,"3245_1805",2023,0
"2540_2815_010387_20230708",2023-07-08,"2540_2815",2023,0
"2540_2815_010387_20230916",2023-09-16,"2540_2815",2023,0
"2540_2815_010387_20231216",2023-12-16,"2540_2815",2023,0
"2420_2820_010387_20231202",2023-12-02,"2420_2820",2023,0
"2420_2820_010387_20230923",2023-09-23,"2420_2820",2023,0
"2225_3110_010387_20231103",2023-11-03,"2225_3110",2023,0
"2225_3115_010387_20231103",2023-11-03,"2225_3115",2023,0
"2540_2855_010387_20230827",2023-08-27,"2540_2855",2023,0
"2535_2820_010387_20230625",2023-06-25,"2535_2820",2023,0
"2520_2820_010387_20230722",2023-07-22,"2520_2820",2023,0
"2455_3130_022640_20231216",2023-12-16,"2455_3130",2023,0
"3210_2525_013991_20231216",2023-12-16,"3210_2525",2023,0
"3400_2540_014991_20231218",2023-12-18,"3400_2540",2023,0
"2440_2830_016685_20231214",2023-12-14,"2440_2830",2023,0
"2440_2825_016685_20231214",2023-12-14,"2440_2825",2023,0
"3205_1815_002158_20231212",2023-12-12,"3205_1815",2023,0
"3135_1805_002158_20231215",2023-12-15,"3135_1805",2023,0
"2355_3030_021033_20231215",2023-12-15,"2355_3030",2023,0
"2355_3025_021033_20231215",2023-12-15,"2355_3025",2023,0
"2520_3035_021033_20231214",2023-12-14,"2520_3035",2023,0
"2945_2925_012223_20231212",2023-12-12,"2945_2925",2023,0
"2945_2930_012223_20231217",2023-12-17,"2945_2930",2023,0
"3020_2545_000102_20231218",2023-12-18,"3020_2545",2023,0
"2525_2900_010618_20231218",2023-12-18,"2525_2900",2023,0
"2540_2815_022455_20231218",2023-12-18,"2540_2815",2023,0
"2925_3020_016751_20231202",2023-12-02,"2925_3020",2023,0
"2930_3015_016751_20231208",2023-12-08,"2930_3015",2023,0
"2930_3015_016751_20231202",2023-12-02,"2930_3015",2023,0
"2825_2940_018731_20231216",2023-12-16,"2825_2940",2023,0
"2925_3020_016751_20231216",2023-12-16,"2925_3020",2023,0
"2355_2955_001858_20231201",2023-12-01,"2355_2955",2023,0
"2845_2940_010320_20231218",2023-12-18,"2845_2940",2023,0
"2845_2945_010320_20231218",2023-12-18,"2845_2945",2023,0
"3415_2150_016236_20231217",2023-12-17,"3415_2150",2023,0
"3420_2150_016236_20231217",2023-12-17,"3420_2150",2023,0
"3400_2245_012142_20231218",2023-12-18,"3400_2245",2023,0
"3355_2240_012142_20231218",2023-12-18,"3355_2240",2023,1
"2605_2815_014228_20231214",2023-12-14,"2605_2815",2023,0
"3220_2235_001909_20231218",2023-12-18,"3220_2235",2023,0
"2525_2900_000527_20231218",2023-12-18,"2525_2900",2023,0
"2505_2850_000527_20231218",2023-12-18,"2505_2850",2023,0
"2505_2845_000527_20231218",2023-12-18,"2505_2845",2023,0
"3310_2510_014218_20231210",2023-12-10,"3310_2510",2023,0
"3310_2505_014218_20230805",2023-08-05,"3310_2505",2023,0
"3305_2455_014218_20230807",2023-08-07,"3305_2455",2023,0
"3355_1825_010824_20231217",2023-12-17,"3355_1825",2023,0
"2220_3115_010338_20231214",2023-12-14,"2220_3115",2023,0
"2220_3110_010338_20231215",2023-12-15,"2220_3110",2023,0
"2225_3105_010338_20231216",2023-12-16,"2225_3105",2023,0
"2225_3115_010338_20231214",2023-12-14,"2225_3115",2023,0
"3305_2505_014218_20231208",2023-12-08,"3305_2505",2023,0
"2220_3110_010338_20231205",2023-12-05,"2220_3110",2023,0
"2220_3110_010338_20231210",2023-12-10,"2220_3110",2023,0
"3310_2500_014218_20231211",2023-12-11,"3310_2500",2023,0
"2220_3105_010338_20231208",2023-12-08,"2220_3105",2023,0
"2220_3100_010338_20231209",2023-12-09,"2220_3100",2023,0
"2220_3105_010338_20231213",2023-12-13,"2220_3105",2023,0
"3210_2525_014218_20230802",2023-08-02,"3210_2525",2023,0
"3310_2510_014218_20231208",2023-12-08,"3310_2510",2023,0
"2225_3110_010338_20231213",2023-12-13,"2225_3110",2023,0
"3405_1845_010616_20231218",2023-12-18,"3405_1845",2023,0
"2540_2815_010565_20231214",2023-12-14,"2540_2815",2023,0
"2440_2820_016685_20231214",2023-12-14,"2440_2820",2023,0
"3355_2240_010718_20231218",2023-12-18,"3355_2240",2023,1
"3400_2245_010718_20231218",2023-12-18,"3400_2245",2023,0
"3055_2430_010870_20231217",2023-12-17,"3055_2430",2023,0
"3420_2145_016236_20231217",2023-12-17,"3420_2145",2023,0
"2940_2915_011445_20231214",2023-12-14,"2940_2915",2023,0
"2535_2900_002254_20231218",2023-12-18,"2535_2900",2023,0
"2615_2800_011783_20231218",2023-12-18,"2615_2800",2023,0
"2625_2415_003040_20231214",2023-12-14,"2625_2415",2023,0
"2620_2415_003040_20231214",2023-12-14,"2620_2415",2023,0
"3335_2210_014593_20231217",2023-12-17,"3335_2210",2023,0
"2945_3045_014593_20231211",2023-12-11,"2945_3045",2023,0
"3235_2655_014593_20231215",2023-12-15,"3235_2655",2023,0
"2745_3045_014447_20231215",2023-12-15,"2745_3045",2023,1
"3320_1820_002076_20231215",2023-12-15,"3320_1820",2023,0
"2905_2610_000102_20231215",2023-12-15,"2905_2610",2023,0
"2905_2605_000102_20231216",2023-12-16,"2905_2605",2023,0
"2345_3135_021154_20231214",2023-12-14,"2345_3135",2023,0
"2655_3215_001113_20231216",2023-12-16,"2655_3215",2023,0
"2650_3215_001113_20231215",2023-12-15,"2650_3215",2023,0
"2545_2840_001747_20231218",2023-12-18,"2545_2840",2023,0
"2550_2840_001747_20231217",2023-12-17,"2550_2840",2023,0
"2545_2835_001747_20231215",2023-12-15,"2545_2835",2023,0
"2555_2840_001747_20231217",2023-12-17,"2555_2840",2023,0
"2740_3045_015816_20231214",2023-12-14,"2740_3045",2023,0
"2745_3045_015816_20231215",2023-12-15,"2745_3045",2023,1
"2745_3035_015816_20231214",2023-12-14,"2745_3035",2023,0
"3415_2150_011619_20231215",2023-12-15,"3415_2150",2023,0
"2520_3010_015900_20231215",2023-12-15,"2520_3010",2023,0
"2520_2900_000527_20231219",2023-12-19,"2520_2900",2023,0
"2540_2815_001691_20231216",2023-12-16,"2540_2815",2023,0
"2830_2940_014447_20231219",2023-12-19,"2830_2940",2023,0
"3405_1850_017378_20231214",2023-12-14,"3405_1850",2023,0
"2925_3015_018016_20231217",2023-12-17,"2925_3015",2023,0
"3210_2430_001475_20231216",2023-12-16,"3210_2430",2023,0
"3210_2425_001475_20231216",2023-12-16,"3210_2425",2023,0
"2510_2800_010565_20231219",2023-12-19,"2510_2800",2023,0
"2550_2755_012167_20231216",2023-12-16,"2550_2755",2023,0
"2505_2755_010565_20231219",2023-12-19,"2505_2755",2023,0
"2600_2755_010449_20231214",2023-12-14,"2600_2755",2023,0
"2615_2800_010449_20231217",2023-12-17,"2615_2800",2023,0
"2550_2815_011254_20231007",2023-10-07,"2550_2815",2023,0
"2550_2815_011254_20230527",2023-05-27,"2550_2815",2023,0
"2345_3130_021154_20231214",2023-12-14,"2345_3130",2023,0
"2525_3130_000459_20231214",2023-12-14,"2525_3130",2023,0
"2515_3130_000459_20231214",2023-12-14,"2515_3130",2023,0
"2455_3135_000459_20231214",2023-12-14,"2455_3135",2023,0
"2455_3140_000459_20231215",2023-12-15,"2455_3140",2023,0
"2445_3150_000459_20231215",2023-12-15,"2445_3150",2023,0
"2450_3145_000459_20231215",2023-12-15,"2450_3145",2023,0
"2455_3150_000459_20231216",2023-12-16,"2455_3150",2023,0
"2500_3155_000459_20231216",2023-12-16,"2500_3155",2023,0
"2510_2800_000051_20231219",2023-12-19,"2510_2800",2023,0
"2505_3150_000459_20231216",2023-12-16,"2505_3150",2023,0
"2505_3155_000459_20231217",2023-12-17,"2505_3155",2023,0
"2520_3145_000459_20231216",2023-12-16,"2520_3145",2023,0
"2520_3150_000459_20231216",2023-12-16,"2520_3150",2023,0
"2525_3055_000459_20231211",2023-12-11,"2525_3055",2023,0
"2525_3055_000459_20231206",2023-12-06,"2525_3055",2023,0
"2545_2810_011328_20231219",2023-12-19,"2545_2810",2023,0
"3245_1750_020651_20231219",2023-12-19,"3245_1750",2023,0
"3245_1810_020651_20231219",2023-12-19,"3245_1810",2023,0
"2415_3120_010248_20231206",2023-12-06,"2415_3120",2023,0
"3400_1845_010824_20231215",2023-12-15,"3400_1845",2023,0
"3200_2420_001475_20231219",2023-12-19,"3200_2420",2023,0
"3255_1805_020622_20231219",2023-12-19,"3255_1805",2023,0
"2550_2815_000465_20231215",2023-12-15,"2550_2815",2023,0
"2645_2745_000527_20231219",2023-12-19,"2645_2745",2023,0
"2610_2815_014823_20231215",2023-12-15,"2610_2815",2023,1
"2610_2815_014823_20231128",2023-11-28,"2610_2815",2023,0
"2610_2815_014823_20231204",2023-12-04,"2610_2815",2023,1
"3215_2230_020101_20231218",2023-12-18,"3215_2230",2023,0
"2945_2420_020101_20231217",2023-12-17,"2945_2420",2023,0
"2610_2815_014823_20231120",2023-11-20,"2610_2815",2023,0
"2610_2815_014823_20231210",2023-12-10,"2610_2815",2023,0
"2945_3030_000296_20231219",2023-12-19,"2945_3030",2023,0
"2950_3030_000296_20231219",2023-12-19,"2950_3030",2023,0
"2950_3100_000296_20231207",2023-12-07,"2950_3100",2023,0
"2955_3055_000296_20231024",2023-10-24,"2955_3055",2023,0
"2425_3055_010313_20231214",2023-12-14,"2425_3055",2023,0
"2420_3110_017268_20231218",2023-12-18,"2420_3110",2023,0
"2420_3105_017268_20231218",2023-12-18,"2420_3105",2023,0
"2600_2800_021067_20231215",2023-12-15,"2600_2800",2023,0
"3400_1850_019133_20231209",2023-12-09,"3400_1850",2023,0
"2520_3140_022130_20231216",2023-12-16,"2520_3140",2023,0
"2530_2825_022455_20230429",2023-04-29,"2530_2825",2023,0
"2340_3130_021154_20231215",2023-12-15,"2340_3130",2023,0
"2330_3120_021154_20231215",2023-12-15,"2330_3120",2023,0
"2520_3140_010922_20231214",2023-12-14,"2520_3140",2023,0
"2505_2755_000051_20231219",2023-12-19,"2505_2755",2023,0
"2520_3150_010922_20231215",2023-12-15,"2520_3150",2023,0
"2535_2810_002090_20231209",2023-12-09,"2535_2810",2023,0
"2545_2815_002090_20231213",2023-12-13,"2545_2815",2023,0
"2920_3115_016338_20230128",2023-01-28,"2920_3115",2023,0
"2920_3115_016338_20230401",2023-04-01,"2920_3115",2023,0
"2920_3115_016338_20231220",2023-12-20,"2920_3115",2023,0
"2830_2720_010806_20231220",2023-12-20,"2830_2720",2023,0
"2940_2920_011613_20231215",2023-12-15,"2940_2920",2023,0
"2855_2925_011613_20231211",2023-12-11,"2855_2925",2023,0
"2900_2925_011613_20231212",2023-12-12,"2900_2925",2023,0
"2510_3150_010922_20231216",2023-12-16,"2510_3150",2023,0
"2835_2900_011613_20231208",2023-12-08,"2835_2900",2023,0
"2845_2925_011613_20231209",2023-12-09,"2845_2925",2023,0
"2900_2920_011613_20231211",2023-12-11,"2900_2920",2023,0
"2505_3150_010922_20231216",2023-12-16,"2505_3150",2023,0
"2445_2820_016685_20231216",2023-12-16,"2445_2820",2023,0
"3325_2135_013991_20231219",2023-12-19,"3325_2135",2023,0
"3335_2025_010632_20231219",2023-12-19,"3335_2025",2023,0
"3340_2025_010632_20231219",2023-12-19,"3340_2025",2023,0
"3335_2050_010632_20231218",2023-12-18,"3335_2050",2023,0
"2955_3055_017770_20231216",2023-12-16,"2955_3055",2023,0
"2300_3000_011431_20231216",2023-12-16,"2300_3000",2023,0
"2545_2815_022455_20231220",2023-12-20,"2545_2815",2023,0
"3420_2120_020269_20231216",2023-12-16,"3420_2120",2023,0
"3415_2150_020269_20231217",2023-12-17,"3415_2150",2023,0
"2945_2530_000102_20231218",2023-12-18,"2945_2530",2023,0
"2915_2555_000102_20231218",2023-12-18,"2915_2555",2023,0
"2605_2815_016381_20231215",2023-12-15,"2605_2815",2023,0
"3000_2520_000102_20231220",2023-12-20,"3000_2520",2023,0
"2955_2520_000102_20231220",2023-12-20,"2955_2520",2023,0
"2950_2520_000102_20231220",2023-12-20,"2950_2520",2023,0
"2655_2915_012093_20231219",2023-12-19,"2655_2915",2023,0
"2455_3155_001858_20231212",2023-12-12,"2455_3155",2023,0
"2625_2825_001858_20230819",2023-08-19,"2625_2825",2023,0
"2335_3005_010051_20231218",2023-12-18,"2335_3005",2023,0
"2525_2825_016971_20231220",2023-12-20,"2525_2825",2023,0
"2525_2820_016971_20231220",2023-12-20,"2525_2820",2023,0
"2525_2815_016971_20231220",2023-12-20,"2525_2815",2023,0
"2540_2815_022455_20231220",2023-12-20,"2540_2815",2023,0
"2350_3000_015385_20231215",2023-12-15,"2350_3000",2023,0
"3305_2740_020662_20231215",2023-12-15,"3305_2740",2023,0
"2325_3010_010051_20231219",2023-12-19,"2325_3010",2023,0
"2515_2825_014069_20231202",2023-12-02,"2515_2825",2023,0
"2510_2825_014069_20231202",2023-12-02,"2510_2825",2023,0
"2720_3010_014069_20231216",2023-12-16,"2720_3010",2023,0
"2715_3005_014069_20231216",2023-12-16,"2715_3005",2023,0
"2715_3010_014069_20231216",2023-12-16,"2715_3010",2023,0
"2725_3010_014069_20231217",2023-12-17,"2725_3010",2023,0
"2720_3005_014069_20231215",2023-12-15,"2720_3005",2023,0
"3400_2210_003008_20231215",2023-12-15,"3400_2210",2023,0
"3415_2150_003008_20231215",2023-12-15,"3415_2150",2023,0
"3405_1830_010824_20231220",2023-12-20,"3405_1830",2023,0
"2500_3105_016685_20230908",2023-09-08,"2500_3105",2023,0
"2500_3110_016685_20230910",2023-09-10,"2500_3110",2023,0
"2500_3115_016685_20230910",2023-09-10,"2500_3115",2023,0
"2455_3125_016685_20230910",2023-09-10,"2455_3125",2023,0
"2455_3135_016685_20230910",2023-09-10,"2455_3135",2023,0
"2505_3150_016685_20230912",2023-09-12,"2505_3150",2023,0
"2445_3150_016685_20230910",2023-09-10,"2445_3150",2023,0
"2505_3110_016685_20230911",2023-09-11,"2505_3110",2023,0
"2510_3115_016685_20230911",2023-09-11,"2510_3115",2023,0
"2500_3105_016685_20230913",2023-09-13,"2500_3105",2023,0
"3205_1815_020313_20231220",2023-12-20,"3205_1815",2023,0
"2430_3100_021329_20231220",2023-12-20,"2430_3100",2023,0
"2420_3055_021329_20231215",2023-12-15,"2420_3055",2023,0
"2435_3050_021329_20231220",2023-12-20,"2435_3050",2023,0
"2435_3055_021329_20231220",2023-12-20,"2435_3055",2023,0
"3320_2135_019120_20231219",2023-12-19,"3320_2135",2023,0
"3320_2140_019120_20231218",2023-12-18,"3320_2140",2023,0
"3310_2200_019120_20231216",2023-12-16,"3310_2200",2023,0
"2535_2745_017174_20231213",2023-12-13,"2535_2745",2023,0
"2720_2225_017523_20231216",2023-12-16,"2720_2225",2023,0
"2615_2800_011639_20231215",2023-12-15,"2615_2800",2023,0
"3440_2000_011406_20231218",2023-12-18,"3440_2000",2023,0
"3330_2040_010632_20231218",2023-12-18,"3330_2040",2023,0
"2605_2755_001858_20231216",2023-12-16,"2605_2755",2023,0
"3400_1825_016236_20231218",2023-12-18,"3400_1825",2023,0
"3140_2325_016236_20231220",2023-12-20,"3140_2325",2023,0
"2530_3150_020256_20231217",2023-12-17,"2530_3150",2023,0
"2435_2825_022122_20231204",2023-12-04,"2435_2825",2023,0
"2435_2825_022122_20231212",2023-12-12,"2435_2825",2023,0
"3340_2050_010632_20231218",2023-12-18,"3340_2050",2023,0
"3335_2035_010632_20231219",2023-12-19,"3335_2035",2023,0
"3045_3025_016300_20231216",2023-12-16,"3045_3025",2023,0
"2400_2925_011455_20231221",2023-12-21,"2400_2925",2023,0
"2630_2720_001651_20231217",2023-12-17,"2630_2720",2023,0
"2635_2720_001651_20231217",2023-12-17,"2635_2720",2023,1
"2905_2610_000662_20231216",2023-12-16,"2905_2610",2023,0
"2525_2735_017174_20231216",2023-12-16,"2525_2735",2023,0
"2520_2735_017174_20231219",2023-12-19,"2520_2735",2023,0
"3400_2540_014991_20231221",2023-12-21,"3400_2540",2023,0
"3415_2150_015548_20231217",2023-12-17,"3415_2150",2023,0
"3415_2145_015548_20231217",2023-12-17,"3415_2145",2023,1
"3420_2150_015548_20231217",2023-12-17,"3420_2150",2023,0
"2545_3100_000459_20231221",2023-12-21,"2545_3100",2023,0
"3330_2700_010318_20231215",2023-12-15,"3330_2700",2023,0
"2900_2610_010318_20231125",2023-11-25,"2900_2610",2023,0
"2420_3145_013022_20231213",2023-12-13,"2420_3145",2023,0
"2505_3150_013022_20231211",2023-12-11,"2505_3150",2023,0
"2510_3115_013022_20231210",2023-12-10,"2510_3115",2023,0
"2425_3145_013022_20231213",2023-12-13,"2425_3145",2023,0
"2505_3155_013022_20231212",2023-12-12,"2505_3155",2023,0
"2415_3140_013022_20231214",2023-12-14,"2415_3140",2023,0
"3415_2150_014447_20231220",2023-12-20,"3415_2150",2023,0
"2545_2845_020185_20231221",2023-12-21,"2545_2845",2023,0
"2540_2840_020185_20231221",2023-12-21,"2540_2840",2023,0
"3355_2230_010729_20231220",2023-12-20,"3355_2230",2023,0
"2350_2955_010051_20231218",2023-12-18,"2350_2955",2023,0
"3305_1800_020313_20231218",2023-12-18,"3305_1800",2023,0
"3310_1805_020313_20231218",2023-12-18,"3310_1805",2023,0
"2920_3015_010320_20231217",2023-12-17,"2920_3015",2023,0
"2925_3015_010320_20231216",2023-12-16,"2925_3015",2023,0
