"CardNo","StartDate","Pentad","year","obs"
"2525_2035_013810_20220318",2022-03-18,"2525_2035",2022,0
"2600_2020_013810_20220325",2022-03-25,"2600_2020",2022,0
"2545_2000_013810_20220324",2022-03-24,"2545_2000",2022,0
"2605_2015_013810_20220329",2022-03-29,"2605_2015",2022,0
"2450_2005_013810_20220320",2022-03-20,"2450_2005",2022,0
"2605_2815_014228_20220328",2022-03-28,"2605_2815",2022,0
"2540_2815_021769_20220402",2022-04-02,"2540_2815",2022,0
"2600_2745_010281_20220401",2022-04-01,"2600_2745",2022,0
"2600_2740_010281_20220401",2022-04-01,"2600_2740",2022,0
"2550_2740_010281_20220401",2022-04-01,"2550_2740",2022,0
"2605_2800_016236_20220402",2022-04-02,"2605_2800",2022,0
"3420_2120_001899_20220331",2022-03-31,"3420_2120",2022,0
"2945_3100_020208_20220402",2022-04-02,"2945_3100",2022,0
"2640_2735_011783_20220402",2022-04-02,"2640_2735",2022,0
"2610_2815_014228_20220329",2022-03-29,"2610_2815",2022,0
"2440_3130_000100_20220323",2022-03-23,"2440_3130",2022,0
"2440_3130_000100_20220318",2022-03-18,"2440_3130",2022,0
"2440_3125_000100_20220319",2022-03-19,"2440_3125",2022,0
"3245_1750_020063_20220321",2022-03-21,"3245_1750",2022,0
"2510_2805_021554_20220402",2022-04-02,"2510_2805",2022,0
"2505_2810_021554_20220402",2022-04-02,"2505_2810",2022,0
"2505_2805_021554_20220402",2022-04-02,"2505_2805",2022,0
"2445_2815_019666_20220329",2022-03-29,"2445_2815",2022,0
"2420_3120_011793_20220325",2022-03-25,"2420_3120",2022,0
"2605_2755_001858_20220329",2022-03-29,"2605_2755",2022,0
"3100_3015_000527_20220401",2022-04-01,"3100_3015",2022,0
"3100_3010_000527_20220328",2022-03-28,"3100_3010",2022,0
"3405_2205_011619_20220329",2022-03-29,"3405_2205",2022,0
"2845_3200_010572_20220402",2022-04-02,"2845_3200",2022,0
"2305_3000_011431_20220403",2022-04-03,"2305_3000",2022,0
"2755_3220_000987_20220327",2022-03-27,"2755_3220",2022,0
"2800_3215_000987_20220325",2022-03-25,"2800_3215",2022,0
"2925_2545_000102_20220403",2022-04-03,"2925_2545",2022,0
"2920_2550_000102_20220403",2022-04-03,"2920_2550",2022,0
"2520_3145_010906_20220402",2022-04-02,"2520_3145",2022,0
"2600_2805_011206_20220319",2022-03-19,"2600_2805",2022,0
"2600_2805_011206_20220329",2022-03-29,"2600_2805",2022,0
"2505_2810_018263_20220402",2022-04-02,"2505_2810",2022,0
"3255_1805_020622_20220403",2022-04-03,"3255_1805",2022,0
"3400_2320_010623_20220329",2022-03-29,"3400_2320",2022,0
"2945_3100_020033_20220403",2022-04-03,"2945_3100",2022,0
"2515_3145_011685_20220302",2022-03-02,"2515_3145",2022,0
"2520_3145_011685_20220301",2022-03-01,"2520_3145",2022,0
"2330_3125_011685_20220306",2022-03-06,"2330_3125",2022,0
"2240_3100_011685_20220309",2022-03-09,"2240_3100",2022,0
"2420_3145_011685_20220305",2022-03-05,"2420_3145",2022,0
"2600_2755_010449_20220328",2022-03-28,"2600_2755",2022,0
"3420_2150_002062_20220402",2022-04-02,"3420_2150",2022,0
"3410_2150_002062_20220402",2022-04-02,"3410_2150",2022,0
"2330_3120_011685_20220306",2022-03-06,"2330_3120",2022,0
"3355_1825_010585_20220403",2022-04-03,"3355_1825",2022,0
"2520_2740_020034_20220401",2022-04-01,"2520_2740",2022,0
"2225_3115_010338_20220330",2022-03-30,"2225_3115",2022,0
"2620_2420_003040_20220320",2022-03-20,"2620_2420",2022,0
"2605_2755_000613_20220328",2022-03-28,"2605_2755",2022,0
"2220_3105_010338_20220329",2022-03-29,"2220_3105",2022,0
"2605_2735_014211_20220329",2022-03-29,"2605_2735",2022,0
"2220_3115_010338_20220330",2022-03-30,"2220_3115",2022,0
"2620_2830_010449_20220403",2022-04-03,"2620_2830",2022,1
"2520_2740_013549_20220401",2022-04-01,"2520_2740",2022,0
"2620_2425_003040_20220320",2022-03-20,"2620_2425",2022,0
"3320_1805_002076_20220402",2022-04-02,"3320_1805",2022,0
"3200_2325_001909_20220401",2022-04-01,"3200_2325",2022,0
"3210_2330_001909_20220402",2022-04-02,"3210_2330",2022,0
"3250_1940_010490_20220403",2022-04-03,"3250_1940",2022,0
"3345_1835_002076_20220330",2022-03-30,"3345_1835",2022,0
"3355_1825_002869_20220116",2022-01-16,"3355_1825",2022,0
"3205_2330_001909_20220403",2022-04-03,"3205_2330",2022,0
"2630_2910_002294_20220401",2022-04-01,"2630_2910",2022,0
"3355_1825_011907_20220327",2022-03-27,"3355_1825",2022,0
"3400_1830_011907_20220329",2022-03-29,"3400_1830",2022,1
"3310_1805_002869_20220115",2022-01-15,"3310_1805",2022,0
"3425_2020_010490_20220327",2022-03-27,"3425_2020",2022,1
"3255_2725_011907_20220320",2022-03-20,"3255_2725",2022,0
"3405_1830_011907_20220328",2022-03-28,"3405_1830",2022,0
"2945_3050_000371_20220403",2022-04-03,"2945_3050",2022,0
"3040_2505_002194_20220329",2022-03-29,"3040_2505",2022,0
"2545_2730_000459_20220328",2022-03-28,"2545_2730",2022,0
"2540_2735_000459_20220329",2022-03-29,"2540_2735",2022,0
"2535_2730_000459_20220329",2022-03-29,"2535_2730",2022,0
"2540_2740_000459_20220329",2022-03-29,"2540_2740",2022,0
"2540_2725_000459_20220330",2022-03-30,"2540_2725",2022,0
"2645_2635_000272_20220402",2022-04-02,"2645_2635",2022,0
"2535_2720_000459_20220331",2022-03-31,"2535_2720",2022,0
"3355_1850_001979_20220331",2022-03-31,"3355_1850",2022,0
"3035_2525_021154_20220403",2022-04-03,"3035_2525",2022,0
"2945_2925_012223_20220330",2022-03-30,"2945_2925",2022,0
"2805_2650_020269_20220331",2022-03-31,"2805_2650",2022,0
"2345_3125_000051_20220402",2022-04-02,"2345_3125",2022,0
"2350_3135_000051_20220401",2022-04-01,"2350_3135",2022,0
"2345_3130_000051_20220401",2022-04-01,"2345_3130",2022,0
"2510_2805_010821_20220402",2022-04-02,"2510_2805",2022,0
"2505_2810_010821_20220402",2022-04-02,"2505_2810",2022,0
"2455_3135_021033_20220326",2022-03-26,"2455_3135",2022,0
"2450_3150_021033_20220327",2022-03-27,"2450_3150",2022,0
"3355_2450_010253_20220331",2022-03-31,"3355_2450",2022,0
"3235_2655_002194_20220401",2022-04-01,"3235_2655",2022,0
"2450_3145_021033_20220326",2022-03-26,"2450_3145",2022,0
"3350_2450_010253_20220331",2022-03-31,"3350_2450",2022,0
"2400_3035_021796_20220401",2022-04-01,"2400_3035",2022,0
"2535_2820_021001_20220331",2022-03-31,"2535_2820",2022,0
"2510_3115_021033_20220326",2022-03-26,"2510_3115",2022,0
"2255_2905_000927_20220307",2022-03-07,"2255_2905",2022,0
"2445_3150_021033_20220326",2022-03-26,"2445_3150",2022,0
"3310_2650_013875_20220402",2022-04-02,"3310_2650",2022,0
"3355_2455_010253_20220331",2022-03-31,"3355_2455",2022,0
"2210_2920_000927_20220313",2022-03-13,"2210_2920",2022,0
"2420_3145_000927_20220320",2022-03-20,"2420_3145",2022,0
"2330_3125_000927_20220317",2022-03-17,"2330_3125",2022,0
"2240_3100_000927_20220315",2022-03-15,"2240_3100",2022,0
"2210_2910_000927_20220309",2022-03-09,"2210_2910",2022,0
"_002044_20220313",2022-03-13,"3405_1850",2022,0
"2530_2710_013316_20220402",2022-04-02,"2530_2710",2022,1
"2450_3045_010869_20220404",2022-04-04,"2450_3045",2022,0
"3355_2240_002254_20220329",2022-03-29,"3355_2240",2022,1
"3240_1755_021618_20220327",2022-03-27,"3240_1755",2022,0
"2840_2815_001747_20220325",2022-03-25,"2840_2815",2022,0
"3215_2230_002254_20220326",2022-03-26,"3215_2230",2022,0
"2905_2605_001747_20220331",2022-03-31,"2905_2605",2022,0
"2805_2715_001747_20220327",2022-03-27,"2805_2715",2022,0
"2600_2750_003008_20220327",2022-03-27,"2600_2750",2022,0
"2900_1900_000505_20220321",2022-03-21,"2900_1900",2022,0
"2855_1855_000505_20220321",2022-03-21,"2855_1855",2022,0
"2540_2730_000459_20220328",2022-03-28,"2540_2730",2022,0
"2545_2730_000459_20220402",2022-04-02,"2545_2730",2022,0
"3215_2225_002254_20220327",2022-03-27,"3215_2225",2022,0
"2535_3045_010916_20220401",2022-04-01,"2535_3045",2022,0
"3150_2310_002194_20220317",2022-03-17,"3150_2310",2022,0
"2930_3110_010885_20220228",2022-02-28,"2930_3110",2022,0
"2930_3110_010885_20220307",2022-03-07,"2930_3110",2022,0
"2930_3110_010885_20220320",2022-03-20,"2930_3110",2022,0
"2930_3110_010885_20220330",2022-03-30,"2930_3110",2022,0
"2930_3110_010885_20220314",2022-03-14,"2930_3110",2022,0
"2930_3110_010885_20220325",2022-03-25,"2930_3110",2022,0
"3250_2610_002194_20220330",2022-03-30,"3250_2610",2022,0
"3255_2610_002194_20220330",2022-03-30,"3255_2610",2022,0
"3250_2600_002194_20220330",2022-03-30,"3250_2600",2022,0
"3255_2605_002194_20220330",2022-03-30,"3255_2605",2022,0
"2350_2955_015385_20220325",2022-03-25,"2350_2955",2022,0
"3250_2605_002194_20220330",2022-03-30,"3250_2605",2022,0
"3245_2605_002194_20220330",2022-03-30,"3245_2605",2022,0
"2220_3110_010338_20220330",2022-03-30,"2220_3110",2022,0
"2225_3110_010338_20220331",2022-03-31,"2225_3110",2022,0
"2925_3010_010207_20220203",2022-02-03,"2925_3010",2022,0
"2925_3015_010207_20220316",2022-03-16,"2925_3015",2022,0
"2925_3010_010207_20220303",2022-03-03,"2925_3010",2022,0
"2925_3015_010207_20220310",2022-03-10,"2925_3015",2022,0
"2330_3120_020649_20220120",2022-01-20,"2330_3120",2022,0
"2535_2900_016971_20220401",2022-04-01,"2535_2900",2022,0
"3400_1830_017130_20220122",2022-01-22,"3400_1830",2022,0
"2535_3045_017130_20220118",2022-01-18,"2535_3045",2022,0
"2620_2830_017130_20220319",2022-03-19,"2620_2830",2022,1
"2935_1745_010729_20220404",2022-04-04,"2935_1745",2022,0
"3415_2150_018216_20220403",2022-04-03,"3415_2150",2022,0
"3340_2635_002390_20220330",2022-03-30,"3340_2635",2022,0
"3410_2150_018216_20220405",2022-04-05,"3410_2150",2022,0
"2505_2805_017130_20220312",2022-03-12,"2505_2805",2022,0
"3410_2155_018216_20220403",2022-04-03,"3410_2155",2022,0
"2845_2940_010320_20220405",2022-04-05,"2845_2940",2022,0
"2545_2815_017130_20220108",2022-01-08,"2545_2815",2022,0
"2850_2940_010320_20220405",2022-04-05,"2850_2940",2022,0
"3310_1805_019133_20220401",2022-04-01,"3310_1805",2022,0
"3445_1955_014497_20220328",2022-03-28,"3445_1955",2022,0
"2440_2820_016685_20220401",2022-04-01,"2440_2820",2022,0
"3315_2140_020400_20220319",2022-03-19,"3315_2140",2022,0
"3315_2135_020400_20220319",2022-03-19,"3315_2135",2022,0
"3440_1955_014497_20220329",2022-03-29,"3440_1955",2022,0
"3425_1910_014447_20220330",2022-03-30,"3425_1910",2022,0
"2605_2750_016236_20220401",2022-04-01,"2605_2750",2022,0
"2355_3040_021755_20220401",2022-04-01,"2355_3040",2022,0
"2845_2600_010800_20220401",2022-04-01,"2845_2600",2022,0
"2540_2720_000459_20220330",2022-03-30,"2540_2720",2022,0
"2535_2715_000459_20220401",2022-04-01,"2535_2715",2022,0
"2535_2710_000459_20220403",2022-04-03,"2535_2710",2022,0
"2540_2715_000459_20220401",2022-04-01,"2540_2715",2022,0
"2540_2720_000459_20220404",2022-04-04,"2540_2720",2022,0
"3410_2205_011619_20220330",2022-03-30,"3410_2205",2022,0
"2455_3050_010869_20220401",2022-04-01,"2455_3050",2022,0
"3355_2225_011356_20220401",2022-04-01,"3355_2225",2022,0
"2330_2915_011071_20220401",2022-04-01,"2330_2915",2022,0
"2225_2845_011071_20220328",2022-03-28,"2225_2845",2022,0
"3245_1805_000976_20220329",2022-03-29,"3245_1805",2022,0
"2520_3145_012615_20220114",2022-01-14,"2520_3145",2022,0
"3410_1825_011090_20220321",2022-03-21,"3410_1825",2022,0
"2555_2755_021514_20220406",2022-04-06,"2555_2755",2022,0
"3210_2425_011356_20220331",2022-03-31,"3210_2425",2022,0
"2435_2840_000927_20220304",2022-03-04,"2435_2840",2022,0
"2300_3000_011431_20220402",2022-04-02,"2300_3000",2022,0
"2540_2710_000459_20220403",2022-04-03,"2540_2710",2022,0
"3150_2545_014593_20220403",2022-04-03,"3150_2545",2022,0
"3155_2310_002194_20220317",2022-03-17,"3155_2310",2022,0
"3155_2550_014593_20220402",2022-04-02,"3155_2550",2022,0
"2550_2815_021011_20220327",2022-03-27,"2550_2815",2022,0
"3155_2545_014593_20220331",2022-03-31,"3155_2545",2022,0
"3200_2540_014593_20220401",2022-04-01,"3200_2540",2022,0
"3205_2535_014593_20220331",2022-03-31,"3205_2535",2022,0
"3245_2650_014593_20220329",2022-03-29,"3245_2650",2022,0
"3240_2700_014593_20220328",2022-03-28,"3240_2700",2022,0
"3200_2545_014593_20220331",2022-03-31,"3200_2545",2022,0
"3235_2700_014593_20220328",2022-03-28,"3235_2700",2022,0
"3405_2430_002406_20220403",2022-04-03,"3405_2430",2022,0
"2505_2805_010718_20220402",2022-04-02,"2505_2805",2022,0
"2620_2830_019120_20220406",2022-04-06,"2620_2830",2022,0
"3235_2655_014593_20220328",2022-03-28,"3235_2655",2022,0
"2735_3210_010311_20220328",2022-03-28,"2735_3210",2022,0
"2820_3145_010311_20220331",2022-03-31,"2820_3145",2022,0
"2610_2035_013810_20220325",2022-03-25,"2610_2035",2022,0
"3155_2550_011336_20220402",2022-04-02,"3155_2550",2022,0
"3200_2545_011336_20220331",2022-03-31,"3200_2545",2022,0
"3200_2540_011336_20220331",2022-03-31,"3200_2540",2022,0
"3200_2535_011336_20220331",2022-03-31,"3200_2535",2022,0
"3155_2545_011336_20220331",2022-03-31,"3155_2545",2022,0
"2400_3145_000051_20220405",2022-04-05,"2400_3145",2022,0
"2350_3130_000051_20220401",2022-04-01,"2350_3130",2022,0
"2545_2700_014069_20220401",2022-04-01,"2545_2700",2022,0
"2230_2830_011218_20220402",2022-04-02,"2230_2830",2022,0
"2630_2600_015366_20220121",2022-01-21,"2630_2600",2022,0
"2635_2600_015366_20220122",2022-01-22,"2635_2600",2022,0
"3350_2350_015366_20220221",2022-02-21,"3350_2350",2022,0
"3400_2320_010616_20220402",2022-04-02,"3400_2320",2022,0
"2540_2815_015366_20220205",2022-02-05,"2540_2815",2022,0
"3405_2205_015366_20220224",2022-02-24,"3405_2205",2022,0
"3355_1820_011005_20220402",2022-04-02,"3355_1820",2022,0
"3340_2515_017691_20220405",2022-04-05,"3340_2515",2022,0
"3350_1825_017691_20220301",2022-03-01,"3350_1825",2022,1
"3325_2540_017691_20220308",2022-03-08,"3325_2540",2022,0
"3355_1825_017691_20220304",2022-03-04,"3355_1825",2022,0
"3335_2210_017691_20220223",2022-02-23,"3335_2210",2022,0
"2445_2815_019005_20220402",2022-04-02,"2445_2815",2022,0
"2425_3050_021033_20220402",2022-04-02,"2425_3050",2022,0
"2420_3050_021033_20220402",2022-04-02,"2420_3050",2022,0
"3355_2445_000355_20220401",2022-04-01,"3355_2445",2022,0
"2630_2805_000613_20220406",2022-04-06,"2630_2805",2022,0
"2630_2810_000613_20220406",2022-04-06,"2630_2810",2022,0
"2625_2810_000613_20220405",2022-04-05,"2625_2810",2022,0
"2605_2755_000613_20220402",2022-04-02,"2605_2755",2022,0
"2625_2745_011783_20220407",2022-04-07,"2625_2745",2022,0
"2645_2640_010651_20220330",2022-03-30,"2645_2640",2022,0
"3355_1845_010585_20220407",2022-04-07,"3355_1845",2022,0
"2600_2805_002254_20220407",2022-04-07,"2600_2805",2022,0
"2225_3105_010338_20220402",2022-04-02,"2225_3105",2022,0
"3350_2505_012064_20220401",2022-04-01,"3350_2505",2022,0
"2645_2620_000272_20220406",2022-04-06,"2645_2620",2022,1
"2540_2745_013201_20220402",2022-04-02,"2540_2745",2022,0
"2905_2610_000662_20220402",2022-04-02,"2905_2610",2022,0
"3420_1920_014447_20220403",2022-04-03,"3420_1920",2022,0
"2610_2815_014228_20220403",2022-04-03,"2610_2815",2022,0
"2545_2745_010074_20220226",2022-02-26,"2545_2745",2022,0
"2440_2800_000022_20220406",2022-04-06,"2440_2800",2022,0
"3210_2430_001475_20220405",2022-04-05,"3210_2430",2022,0
"3400_1830_011005_20220403",2022-04-03,"3400_1830",2022,1
"2420_2730_012600_20220404",2022-04-04,"2420_2730",2022,0
"2425_2730_012600_20220404",2022-04-04,"2425_2730",2022,0
"2410_3030_020103_20220407",2022-04-07,"2410_3030",2022,0
"2445_2830_016236_20220407",2022-04-07,"2445_2830",2022,0
"2845_2455_002194_20220406",2022-04-06,"2845_2455",2022,0
"2445_2825_016685_20220407",2022-04-07,"2445_2825",2022,0
"2445_2830_016685_20220407",2022-04-07,"2445_2830",2022,0
"2445_2825_016236_20220407",2022-04-07,"2445_2825",2022,0
"2510_2930_000459_20220407",2022-04-07,"2510_2930",2022,0
"2505_2805_020093_20220312",2022-03-12,"2505_2805",2022,0
"2550_2815_020093_20220304",2022-03-04,"2550_2815",2022,0
"2655_2810_014034_20220405",2022-04-05,"2655_2810",2022,0
"2605_2755_001858_20220403",2022-04-03,"2605_2755",2022,0
"2410_3035_016320_20220403",2022-04-03,"2410_3035",2022,0
"2915_2935_000459_20220407",2022-04-07,"2515_2935",2022,0
"2510_2920_000459_20220406",2022-04-06,"2510_2920",2022,0
"3355_2530_001979_20220403",2022-04-03,"3355_2530",2022,0
"3355_2535_001979_20220403",2022-04-03,"3355_2535",2022,0
"2445_2815_019666_20220403",2022-04-03,"2445_2815",2022,0
"2635_2645_021612_20220407",2022-04-07,"2635_2645",2022,0
"3410_2205_021154_20220404",2022-04-04,"3410_2205",2022,0
"2930_3015_000278_20220401",2022-04-01,"2930_3015",2022,0
"2515_2930_000459_20220407",2022-04-07,"2515_2930",2022,0
"3350_1835_019133_20220407",2022-04-07,"3350_1835",2022,0
"3335_2220_010293_20220408",2022-04-08,"3335_2220",2022,0
"2855_3145_017174_20220328",2022-03-28,"2855_3145",2022,0
"2855_3145_017174_20220402",2022-04-02,"2855_3145",2022,0
"2435_2840_016685_20220408",2022-04-08,"2435_2840",2022,0
"2730_3115_017174_20220404",2022-04-04,"2730_3115",2022,0
"2730_3110_017174_20220404",2022-04-04,"2730_3110",2022,0
"3405_2435_002406_20220408",2022-04-08,"3405_2435",2022,0
"2725_3115_017174_20220406",2022-04-06,"2725_3115",2022,0
"2435_2840_016236_20220408",2022-04-08,"2435_2840",2022,0
"3400_1845_013624_20220401",2022-04-01,"3400_1845",2022,1
"2905_2610_000102_20220404",2022-04-04,"2905_2610",2022,0
"2555_2755_021002_20220407",2022-04-07,"2555_2755",2022,0
"3305_2045_001909_20220406",2022-04-06,"3305_2045",2022,0
"3305_2040_001909_20220406",2022-04-06,"3305_2040",2022,0
"3345_1850_001909_20220407",2022-04-07,"3345_1850",2022,0
"2630_2810_003008_20220406",2022-04-06,"2630_2810",2022,0
"2630_2805_003008_20220406",2022-04-06,"2630_2805",2022,0
"3040_3005_017228_20220402",2022-04-02,"3040_3005",2022,0
"3040_3015_017228_20220402",2022-04-02,"3040_3015",2022,0
"2530_2745_010821_20220331",2022-03-31,"2530_2745",2022,0
"2755_2435_002194_20220408",2022-04-08,"2755_2435",2022,0
"2755_2440_002194_20220408",2022-04-08,"2755_2440",2022,0
"2800_2440_002194_20220408",2022-04-08,"2800_2440",2022,0
"2900_1900_010729_20220405",2022-04-05,"2900_1900",2022,0
"2800_2435_002194_20220408",2022-04-08,"2800_2435",2022,0
"2855_1900_010729_20220406",2022-04-06,"2855_1900",2022,0
"2540_2710_010821_20220408",2022-04-08,"2540_2710",2022,0
"2855_1855_010729_20220406",2022-04-06,"2855_1855",2022,0
"2835_2020_010729_20220408",2022-04-08,"2835_2020",2022,0
"2845_2600_010800_20220406",2022-04-06,"2845_2600",2022,0
"2605_2805_011079_20220327",2022-03-27,"2605_2805",2022,0
"2600_2755_010449_20220404",2022-04-04,"2600_2755",2022,0
"2600_2745_010174_20220330",2022-03-30,"2600_2745",2022,0
"2220_3110_010338_20220404",2022-04-04,"2220_3110",2022,0
"3405_2205_011619_20220404",2022-04-04,"3405_2205",2022,0
"3355_2330_001859_20220409",2022-04-09,"3355_2330",2022,0
"2345_2940_011455_20220409",2022-04-09,"2345_2940",2022,0
"2345_2935_011455_20220409",2022-04-09,"2345_2935",2022,0
"2645_2745_000527_20220404",2022-04-04,"2645_2745",2022,0
"2345_2935_017378_20220409",2022-04-09,"2345_2935",2022,0
"2345_2940_017378_20220409",2022-04-09,"2345_2940",2022,0
"2550_2855_011122_20220408",2022-04-08,"2550_2855",2022,0
"3330_2700_010318_20220317",2022-03-17,"3330_2700",2022,0
"2415_2810_016685_20220409",2022-04-09,"2415_2810",2022,0
"3150_2435_020012_20220408",2022-04-08,"3150_2435",2022,0
"3150_2425_020012_20220408",2022-04-08,"3150_2425",2022,0
"2625_2810_021001_20220403",2022-04-03,"2625_2810",2022,0
"2415_2805_016685_20220409",2022-04-09,"2415_2805",2022,0
"3405_2035_015548_20220409",2022-04-09,"3405_2035",2022,0
"3405_2040_015548_20220409",2022-04-09,"3405_2040",2022,0
"3400_2035_015548_20220409",2022-04-09,"3400_2035",2022,0
"3355_2225_011356_20220406",2022-04-06,"3355_2225",2022,0
"3335_2220_011356_20220408",2022-04-08,"3335_2220",2022,0
"2605_2800_000135_20220120",2022-01-20,"2605_2800",2022,0
"2605_2800_000135_20220201",2022-02-01,"2605_2800",2022,0
"2420_3130_000135_20220204",2022-02-04,"2420_3130",2022,0
"2420_3135_000135_20220204",2022-02-04,"2420_3135",2022,0
"2425_3135_000135_20220204",2022-02-04,"2425_3135",2022,0
"2525_3010_000135_20220312",2022-03-12,"2525_3010",2022,0
"2420_3145_000135_20220206",2022-02-06,"2420_3145",2022,0
"2510_2815_000135_20220319",2022-03-19,"2510_2815",2022,0
"2430_3130_000135_20220203",2022-02-03,"2430_3130",2022,0
"2605_2800_000135_20220323",2022-03-23,"2605_2800",2022,0
"2425_3125_000135_20220203",2022-02-03,"2425_3125",2022,0
"2435_2840_000135_20220401",2022-04-01,"2435_2840",2022,0
"2525_3015_000135_20220312",2022-03-12,"2525_3015",2022,0
"2605_2800_000135_20220209",2022-02-09,"2605_2800",2022,0
"3255_1750_000505_20220409",2022-04-09,"3255_1750",2022,0
"2605_2800_000135_20220328",2022-03-28,"2605_2800",2022,0
"2545_3005_000135_20220218",2022-02-18,"2545_3005",2022,0
"3350_1835_000505_20220401",2022-04-01,"3350_1835",2022,0
"2605_2800_000135_20220226",2022-02-26,"2605_2800",2022,0
"2605_2800_000135_20220405",2022-04-05,"2605_2800",2022,0
"2415_2810_016236_20220409",2022-04-09,"2415_2810",2022,0
"2605_2800_000135_20220308",2022-03-08,"2605_2800",2022,0
"2605_2800_000135_20220318",2022-03-18,"2605_2800",2022,0
"2435_3140_000135_20220206",2022-02-06,"2435_3140",2022,0
"3405_2045_015548_20220409",2022-04-09,"3405_2045",2022,0
"3310_2615_013875_20220209",2022-02-09,"3310_2615",2022,0
"2605_2800_000135_20220221",2022-02-21,"2605_2800",2022,0
"2415_2805_016236_20220409",2022-04-09,"2415_2805",2022,0
"2425_3120_000135_20220203",2022-02-03,"2425_3120",2022,0
"2605_2800_000135_20220303",2022-03-03,"2605_2800",2022,0
"3255_1750_016585_20220409",2022-04-09,"3255_1750",2022,0
"2220_3105_010338_20220405",2022-04-05,"2220_3105",2022,0
"2930_3110_010885_20220404",2022-04-04,"2930_3110",2022,0
"3400_2030_015548_20220409",2022-04-09,"3400_2030",2022,0
"2835_2015_010729_20220408",2022-04-08,"2835_2015",2022,0
"2830_2000_010729_20220409",2022-04-09,"2830_2000",2022,0
"2605_2800_000135_20220115",2022-01-15,"2605_2800",2022,0
"3420_2145_020604_20220408",2022-04-08,"3420_2145",2022,0
"2430_3135_000135_20220204",2022-02-04,"2430_3135",2022,0
"2410_3140_000051_20220407",2022-04-07,"2410_3140",2022,0
"2400_3140_000051_20220404",2022-04-04,"2400_3140",2022,0
"2440_3150_000051_20220409",2022-04-09,"2440_3150",2022,0
"2355_3140_000051_20220404",2022-04-04,"2355_3140",2022,0
"2435_3155_000051_20220409",2022-04-09,"2435_3155",2022,0
"2435_3145_000051_20220408",2022-04-08,"2435_3145",2022,0
"2405_3140_000051_20220405",2022-04-05,"2405_3140",2022,0
"2215_3105_010338_20220407",2022-04-07,"2215_3105",2022,0
"3405_1815_014447_20220410",2022-04-10,"3405_1815",2022,0
"2430_3155_000051_20220409",2022-04-09,"2430_3155",2022,0
"2550_2815_011328_20220409",2022-04-09,"2550_2815",2022,0
"3330_1950_002194_20220309",2022-03-09,"3330_1950",2022,0
"2625_2725_001651_20220405",2022-04-05,"2625_2725",2022,0
"3310_1955_002194_20220312",2022-03-12,"3310_1955",2022,0
"2550_2855_010565_20220408",2022-04-08,"2550_2855",2022,0
"3120_2500_000916_20220301",2022-03-01,"3120_2500",2022,0
"2640_2830_010014_20220304",2022-03-04,"2640_2830",2022,1
"2900_2210_000916_20220303",2022-03-03,"2900_2210",2022,0
"2625_2730_001651_20220406",2022-04-06,"2625_2730",2022,0
"2615_2715_010014_20220329",2022-03-29,"2615_2715",2022,0
"2535_2755_010014_20220407",2022-04-07,"2535_2755",2022,0
"2540_2825_010014_20220321",2022-03-21,"2540_2825",2022,0
"3355_2235_011010_20220410",2022-04-10,"3355_2235",2022,0
"2950_3055_001113_20220410",2022-04-10,"2950_3055",2022,0
"2600_2725_010014_20220307",2022-03-07,"2600_2725",2022,0
"3355_1850_011005_20220410",2022-04-10,"3355_1850",2022,0
"2535_2825_020406_20220403",2022-04-03,"2535_2825",2022,0
"2640_2705_020406_20220410",2022-04-10,"2640_2705",2022,0
"2615_2710_010014_20220329",2022-03-29,"2615_2710",2022,0
"2440_2830_016685_20220410",2022-04-10,"2440_2830",2022,0
"3050_2435_011755_20220313",2022-03-13,"3050_2435",2022,0
"2420_3150_000051_20220408",2022-04-08,"2420_3150",2022,0
"2420_3155_000051_20220410",2022-04-10,"2420_3155",2022,0
"2355_3040_021755_20220406",2022-04-06,"2355_3040",2022,0
"2400_3045_021755_20220402",2022-04-02,"2400_3045",2022,0
"3200_2420_001475_20220409",2022-04-09,"3200_2420",2022,0
"2440_2820_016685_20220406",2022-04-06,"2440_2820",2022,0
"2440_2825_016685_20220410",2022-04-10,"2440_2825",2022,0
"3420_1825_011268_20220410",2022-04-10,"3420_1825",2022,0
"3405_2320_010616_20220405",2022-04-05,"3405_2320",2022,0
"2520_2820_014069_20220408",2022-04-08,"2520_2820",2022,0
"3415_1825_011268_20220409",2022-04-09,"3415_1825",2022,0
"3245_2650_014593_20220408",2022-04-08,"3245_2650",2022,0
"3240_2630_014593_20220407",2022-04-07,"3240_2630",2022,0
"3335_2215_018216_20220410",2022-04-10,"3335_2215",2022,0
"3200_2545_014593_20220405",2022-04-05,"3200_2545",2022,0
"3335_2210_018216_20220410",2022-04-10,"3335_2210",2022,0
"3235_2655_014593_20220407",2022-04-07,"3235_2655",2022,0
"2535_2745_010821_20220405",2022-04-05,"2535_2745",2022,0
"3145_2635_000157_20220410",2022-04-10,"3145_2635",2022,0
"3205_2655_000157_20220401",2022-04-01,"3205_2655",2022,0
"3400_2240_021154_20220408",2022-04-08,"3400_2240",2022,0
"2400_3035_021822_20220407",2022-04-07,"2400_3035",2022,0
"3400_2315_010616_20220407",2022-04-07,"3400_2315",2022,0
"3410_2205_011619_20220406",2022-04-06,"3410_2205",2022,0
"3400_2020_015548_20220410",2022-04-10,"3400_2020",2022,0
