"year","Season","StartDate","count","spp","Country","LocationCode","CountCondition","X","Y","Year","good_site"
2012,"S",2012-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2012,0
2012,"W",2012-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2012,0
2013,"S",2013-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2013,0
2013,"W",2013-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2013,0
2014,"S",2014-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2014,0
2014,"W",2014-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2014,0
2015,"S",2015-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2015,0
2015,"W",2015-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2015,0
2016,"S",2016-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2016,0
2016,"W",2016-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2016,0
2017,"S",2017-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2017,0
2017,"W",2017-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2017,0
2018,"S",2018-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2018,0
2018,"W",2018-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2018,0
2019,"S",2019-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2019,0
2019,"W",2019-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2019,0
2020,"S",2020-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2020,0
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2020,0
2021,"S",2021-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2021,0
2021,"W",2021-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2021,0
2022,"S",2022-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2022,0
2022,"W",2022-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2022,0
2023,"S",2023-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2023,0
2023,"W",2023-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2023,0
2024,"S",2024-03-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2024,0
2024,"W",2024-07-01,NA,"Great Crested Grebe",NA,"25572937",NA,29.6252,-25.9492,2024,0
1993,"S",1993-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1993,0
1993,"W",1993-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1993,0
1994,"S",1994-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1994,0
1994,"W",1994-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1994,0
1995,"S",1995-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1995,0
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1995,0
1996,"S",1996-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1996,0
1997,"S",1997-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,1997,0
1998,"S",1998-02-14,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,1998,0
1998,"W",1998-07-09,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,1998,0
1999,"S",1999-01-26,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,1999,0
1999,"W",1999-07-10,3,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,1999,0
2000,"S",2000-02-14,0,"Great Crested Grebe","South Africa","26082922",NA,29.3687,-26.1764,2000,0
2000,"W",2000-07-10,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2000,0
2001,"S",2001-01-28,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2001,0
2001,"W",2001-07-12,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2001,0
2002,"S",2002-01-23,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2002,0
2002,"W",2002-07-23,2,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2002,0
2003,"S",2003-01-28,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2003,0
2003,"W",2003-08-01,0,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2003,0
2004,"S",2004-01-27,0,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2004,0
2004,"W",2004-07-26,0,"Great Crested Grebe","South Africa","26082922",3,29.3687,-26.1764,2004,0
2005,"S",2005-01-18,0,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2005,0
2005,"W",2005-07-27,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2005,0
2006,"S",2006-02-01,2,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2006,0
2006,"W",2006-07-21,2,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2006,0
2007,"S",2007-02-10,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2007,0
2007,"W",2007-07-17,0,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2007,0
2008,"S",2008-02-08,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2008,0
2008,"W",2008-07-09,0,"Great Crested Grebe","South Africa","26082922",3,29.3687,-26.1764,2008,0
2009,"S",2009-02-10,1,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2009,0
2009,"W",2009-07-14,0,"Great Crested Grebe","South Africa","26082922",3,29.3687,-26.1764,2009,0
2010,"S",2010-02-08,0,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2010,0
2010,"W",2010-07-12,0,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2010,0
2011,"S",2011-02-08,0,"Great Crested Grebe","South Africa","26082922",5,29.3687,-26.1764,2011,0
2011,"W",2011-07-10,0,"Great Crested Grebe","South Africa","26082922",4,29.3687,-26.1764,2011,0
2012,"S",2012-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2012,0
2012,"W",2012-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2012,0
2013,"S",2013-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2013,0
2013,"W",2013-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2013,0
2014,"S",2014-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2014,0
2014,"W",2014-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2014,0
2015,"S",2015-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2015,0
2015,"W",2015-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2015,0
2016,"S",2016-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2016,0
2016,"W",2016-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2016,0
2017,"S",2017-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2017,0
2017,"W",2017-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2017,0
2018,"S",2018-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2018,0
2018,"W",2018-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2018,0
2019,"S",2019-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2019,0
2019,"W",2019-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2019,0
2020,"S",2020-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2020,0
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2020,0
2021,"S",2021-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2021,0
2021,"W",2021-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2021,0
2022,"S",2022-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2022,0
2022,"W",2022-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2022,0
2023,"S",2023-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2023,0
2023,"W",2023-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2023,0
2024,"S",2024-02-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2024,0
2024,"W",2024-07-01,NA,"Great Crested Grebe",NA,"26082922",NA,29.3687,-26.1764,2024,0
1993,"S",1993-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1993,0
1993,"W",1993-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1993,0
1994,"S",1994-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1994,0
1994,"W",1994-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1994,0
1995,"S",1995-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1995,0
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1995,0
1996,"S",1996-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1996,0
1997,"S",1997-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1997,0
1998,"S",1998-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1998,0
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1998,0
1999,"S",1999-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,1999,0
1999,"W",1999-07-04,12,"Great Crested Grebe","South Africa","25452936",4,29.6208,-25.7729,1999,0
2000,"S",2000-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2000,0
2000,"W",2000-07-01,2,"Great Crested Grebe","South Africa","25452936",3,29.6208,-25.7729,2000,0
2001,"S",2001-01-21,6,"Great Crested Grebe","South Africa","25452936",4,29.6208,-25.7729,2001,0
2001,"W",2001-08-09,7,"Great Crested Grebe","South Africa","25452936",4,29.6208,-25.7729,2001,0
2002,"S",2002-01-05,11,"Great Crested Grebe","South Africa","25452936",4,29.6208,-25.7729,2002,0
2002,"W",2002-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2002,0
2003,"S",2003-01-25,4,"Great Crested Grebe","South Africa","25452936",4,29.6208,-25.7729,2003,0
2003,"W",2003-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2003,0
2004,"O",2004-07-17,2,"Great Crested Grebe","South Africa","25452936",5,29.6208,-25.7729,2004,0
2004,"S",2004-02-14,1,"Great Crested Grebe","South Africa","25452936",5,29.6208,-25.7729,2004,0
2004,"W",2004-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2004,0
2005,"S",2005-02-19,3,"Great Crested Grebe","South Africa","25452936",5,29.6208,-25.7729,2005,0
2005,"W",2005-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2005,0
2006,"S",2006-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2006,0
2006,"W",2006-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2006,0
2007,"S",2007-02-25,0,"Great Crested Grebe","South Africa","25452936",0,29.6208,-25.7729,2007,0
2007,"W",2007-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2007,0
2008,"S",2008-03-08,0,"Great Crested Grebe","South Africa","25452936",4,29.6208,-25.7729,2008,0
2008,"W",2008-07-30,0,"Great Crested Grebe","South Africa","25452936",4,29.6208,-25.7729,2008,0
2009,"S",2009-02-14,4,"Great Crested Grebe","South Africa","25452936",3,29.6208,-25.7729,2009,0
2009,"W",2009-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2009,0
2010,"S",2010-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2010,0
2010,"W",2010-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2010,0
2011,"S",2011-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2011,0
2011,"W",2011-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2011,0
2012,"S",2012-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2012,0
2012,"W",2012-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2012,0
2013,"S",2013-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2013,0
2013,"W",2013-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2013,0
2014,"S",2014-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2014,0
2014,"W",2014-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2014,0
2015,"S",2015-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2015,0
2015,"W",2015-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2015,0
2016,"S",2016-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2016,0
2016,"W",2016-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2016,0
2017,"S",2017-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2017,0
2017,"W",2017-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2017,0
2018,"S",2018-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2018,0
2018,"W",2018-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2018,0
2019,"S",2019-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2019,0
2019,"W",2019-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2019,0
2020,"S",2020-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2020,0
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2020,0
2021,"S",2021-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2021,0
2021,"W",2021-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2021,0
2022,"S",2022-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2022,0
2022,"W",2022-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2022,0
2023,"S",2023-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2023,0
2023,"W",2023-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2023,0
2024,"S",2024-01-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2024,0
2024,"W",2024-07-01,NA,"Great Crested Grebe",NA,"25452936",NA,29.6208,-25.7729,2024,0
1993,"O",1993-01-09,0,"Great Crested Grebe","South Africa","26193015",NA,30.2477,-26.3255,1993,0
1993,"S",1993-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1993,0
1993,"W",1993-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1993,0
1994,"S",1994-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1994,0
1994,"W",1994-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1994,0
1995,"S",1995-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1995,0
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1995,0
1996,"S",1996-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1996,0
1997,"S",1997-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1997,0
1998,"S",1998-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1998,0
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1998,0
1999,"S",1999-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,1999,0
1999,"W",1999-07-10,19,"Great Crested Grebe","South Africa","26193015",4,30.2477,-26.3255,1999,0
2000,"S",2000-02-03,6,"Great Crested Grebe","South Africa","26193015",3,30.2477,-26.3255,2000,0
2000,"W",2000-07-23,0,"Great Crested Grebe","South Africa","26193015",3,30.2477,-26.3255,2000,0
2001,"S",2001-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2001,0
2001,"W",2001-07-31,0,"Great Crested Grebe","South Africa","26193015",3,30.2477,-26.3255,2001,0
2002,"S",2002-02-02,2,"Great Crested Grebe","South Africa","26193015",4,30.2477,-26.3255,2002,0
2002,"W",2002-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2002,0
2003,"S",2003-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2003,0
2003,"W",2003-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2003,0
2004,"S",2004-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2004,0
2004,"W",2004-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2004,0
2005,"S",2005-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2005,0
2005,"W",2005-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2005,0
2006,"S",2006-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2006,0
2006,"W",2006-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2006,0
2007,"S",2007-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2007,0
2007,"W",2007-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2007,0
2008,"S",2008-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2008,0
2008,"W",2008-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2008,0
2009,"S",2009-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2009,0
2009,"W",2009-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2009,0
2010,"S",2010-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2010,0
2010,"W",2010-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2010,0
2011,"S",2011-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2011,0
2011,"W",2011-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2011,0
2012,"S",2012-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2012,0
2012,"W",2012-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2012,0
2013,"S",2013-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2013,0
2013,"W",2013-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2013,0
2014,"S",2014-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2014,0
2014,"W",2014-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2014,0
2015,"S",2015-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2015,0
2015,"W",2015-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2015,0
2016,"S",2016-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2016,0
2016,"W",2016-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2016,0
2017,"S",2017-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2017,0
2017,"W",2017-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2017,0
2018,"S",2018-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2018,0
2018,"W",2018-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2018,0
2019,"S",2019-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2019,0
2019,"W",2019-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2019,0
2020,"S",2020-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2020,0
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2020,0
2021,"S",2021-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2021,0
2021,"W",2021-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2021,0
2022,"S",2022-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2022,0
2022,"W",2022-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2022,0
2023,"S",2023-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2023,0
2023,"W",2023-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2023,0
2024,"S",2024-02-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2024,0
2024,"W",2024-07-01,NA,"Great Crested Grebe",NA,"26193015",NA,30.2477,-26.3255,2024,0
1993,"S",1993-01-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1993,0
1993,"W",1993-07-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1993,0
1994,"S",1994-01-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1994,0
1994,"W",1994-07-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1994,0
1995,"S",1995-01-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1995,0
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1995,0
1996,"S",1996-01-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1996,0
1997,"S",1997-01-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1997,0
1998,"S",1998-01-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1998,0
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1998,0
1999,"S",1999-01-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,1999,0
1999,"W",1999-07-31,1,"Great Crested Grebe","South Africa","25592827",5,28.46553,-26,1999,0
2000,"S",2000-01-30,1,"Great Crested Grebe","South Africa","25592827",5,28.46553,-26,2000,0
2000,"W",2000-07-30,11,"Great Crested Grebe","South Africa","25592827",5,28.46553,-26,2000,0
2001,"S",2001-01-28,17,"Great Crested Grebe","South Africa","25592827",5,28.46553,-26,2001,0
2001,"W",2001-07-29,5,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2001,0
2002,"S",2002-01-27,13,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2002,0
2002,"W",2002-07-28,0,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2002,0
2003,"S",2003-01-05,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2003,0
2003,"W",2003-07-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,2003,0
2004,"S",2004-01-11,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2004,0
2004,"W",2004-07-18,0,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2004,0
2005,"S",2005-01-09,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2005,0
2005,"W",2005-07-10,0,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2005,0
2006,"S",2006-01-08,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2006,0
2006,"W",2006-07-09,0,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2006,0
2007,"S",2007-01-07,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2007,0
2007,"W",2007-07-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,2007,0
2008,"S",2008-01-06,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2008,0
2008,"W",2008-07-06,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2008,0
2009,"S",2009-01-25,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2009,0
2009,"W",2009-07-05,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2009,0
2010,"S",2010-01-01,NA,"Great Crested Grebe",NA,"25592827",NA,28.46553,-26,2010,0
2010,"W",2010-07-11,0,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2010,0
2010,NA,2010-01-10,0,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2010,0
2011,"S",2011-01-09,1,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2011,0
2011,"W",2011-08-07,0,"Great Crested Grebe","South Africa","25592827",3,28.46553,-26,2011,0
2012,"S",2012-01-15,5,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2012,0
2012,"W",2012-07-22,0,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2012,0
2013,"S",2013-01-20,0,"Great Crested Grebe","South Africa","25592827",4,28.46553,-26,2013,0
