"year","Season","StartDate","count","spp","Country","LocationCode","CountCondition","X","Y","Year","good_site"
1993,"S",1993-01-09,4,"Great Crested Grebe","South Africa","34061828",NA,18.46936,-34.09274,1993,1
1993,"W",1993-07-18,5,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,1993,1
1994,"S",1994-02-12,2,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,1994,1
1994,"W",1994-07-16,4,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,1994,1
1995,"S",1995-01-14,2,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,1995,1
1995,"W",1995-07-15,5,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,1995,1
1996,"S",1996-01-27,3,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,1996,1
1996,"W",1996-07-20,2,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,1996,1
1997,"S",1997-01-25,5,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,1997,1
1997,"W",1997-07-12,12,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,1997,1
1998,"S",1998-02-14,15,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,1998,1
1998,"W",1998-08-01,18,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,1998,1
1999,"S",1999-02-13,8,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,1999,1
1999,"W",1999-07-10,6,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,1999,1
2000,"S",2000-02-12,6,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2000,1
2000,"W",2000-07-08,11,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2000,1
2001,"O",2001-10-25,3,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2001,1
2001,"S",2001-01-20,3,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2001,1
2001,"W",2001-07-28,4,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2001,1
2002,"O",2002-04-24,10,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2002,1
2002,"O",2002-09-19,8,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2002,1
2002,"S",2002-01-19,2,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2002,1
2002,"W",2002-07-13,2,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2002,1
2003,"O",2003-10-15,18,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2003,1
2003,"S",2003-01-11,22,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2003,1
2003,"S",2003-04-17,0,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2003,1
2003,"W",2003-07-12,12,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2003,1
2004,"O",2004-10-13,10,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2004,1
2004,"S",2004-01-31,13,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2004,1
2004,"W",2004-07-10,7,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2004,1
2005,"O",2005-04-13,6,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2005,1
2005,"O",2005-10-12,0,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2005,1
2005,"S",2005-01-15,9,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2005,1
2005,"W",2005-07-09,12,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2005,1
2006,"O",2006-04-12,14,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2006,1
2006,"O",2006-10-11,0,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2006,1
2006,"S",2006-01-14,9,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2006,1
2006,"W",2006-07-15,5,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2006,1
2007,"O",2007-04-25,23,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2007,1
2007,"O",2007-10-17,2,"Great Crested Grebe","South Africa","34061828",1,18.46936,-34.09274,2007,1
2007,"S",2007-01-20,3,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2007,1
2007,"W",2007-07-21,4,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2007,1
2008,"O",2008-04-23,3,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2008,1
2008,"O",2008-10-22,5,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2008,1
2008,"S",2008-01-19,0,"Great Crested Grebe","South Africa","34061828",1,18.46936,-34.09274,2008,1
2008,"W",2008-07-19,8,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2008,1
2009,"O",2009-04-15,10,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2009,1
2009,"O",2009-10-14,3,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2009,1
2009,"S",2009-01-17,20,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2009,1
2009,"W",2009-07-18,4,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2009,1
2010,"O",2010-04-14,7,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2010,1
2010,"S",2010-01-01,NA,"Great Crested Grebe",NA,"34061828",NA,18.46936,-34.09274,2010,1
2010,"W",2010-07-31,14,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2010,1
2011,"O",2011-04-23,6,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2011,1
2011,"O",2011-10-22,27,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2011,1
2011,"S",2011-01-15,10,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2011,1
2011,"W",2011-07-23,20,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2011,1
2012,"O",2012-04-21,44,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2012,1
2012,"O",2012-10-20,6,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2012,1
2012,"S",2012-01-21,26,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2012,1
2012,"W",2012-07-21,3,"Great Crested Grebe","South Africa","34061828",1,18.46936,-34.09274,2012,1
2013,"O",2013-04-20,14,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2013,1
2013,"O",2013-10-19,21,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2013,1
2013,"S",2013-01-19,14,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2013,1
2013,"W",2013-07-20,11,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2013,1
2014,"O",2014-04-19,16,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2014,1
2014,"O",2014-10-18,5,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2014,1
2014,"S",2014-01-18,25,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2014,1
2014,"W",2014-07-19,13,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2014,1
2015,"O",2015-04-18,16,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2015,1
2015,"O",2015-10-17,14,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2015,1
2015,"S",2015-01-17,17,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2015,1
2015,"W",2015-07-01,NA,"Great Crested Grebe",NA,"34061828",NA,18.46936,-34.09274,2015,1
2016,"O",2016-10-15,6,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2016,1
2016,"S",2016-01-16,20,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2016,1
2016,"W",2016-07-16,4,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2016,1
2017,"O",2017-04-15,9,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2017,1
2017,"O",2017-10-10,12,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2017,1
2017,"S",2017-01-21,19,"Great Crested Grebe","South Africa","34061828",1,18.46936,-34.09274,2017,1
2017,"W",2017-07-15,0,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2017,1
2018,"O",2018-04-21,14,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2018,1
2018,"O",2018-10-20,0,"Great Crested Grebe","South Africa","34061828",1,18.46936,-34.09274,2018,1
2018,"S",2018-01-20,13,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2018,1
2018,"W",2018-07-21,2,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2018,1
2019,"O",2019-04-20,6,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2019,1
2019,"O",2019-10-26,14,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2019,1
2019,"S",2019-01-19,11,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2019,1
2019,"W",2019-07-20,9,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2019,1
2020,"O",2020-10-17,11,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2020,1
2020,"S",2020-01-18,1,"Great Crested Grebe","South Africa","34061828",1,18.46936,-34.09274,2020,1
2020,"W",2020-07-25,5,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2020,1
2021,"O",2021-04-17,4,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2021,1
2021,"O",2021-10-16,11,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2021,1
2021,"S",2021-01-23,3,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2021,1
2021,"W",2021-07-17,1,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2021,1
2022,"O",2022-04-16,2,"Great Crested Grebe","South Africa","34061828",2,18.46936,-34.09274,2022,1
2022,"O",2022-10-15,3,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2022,1
2022,"S",2022-01-22,11,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2022,1
2022,"W",2022-07-16,9,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2022,1
2023,"O",2023-04-15,8,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2023,1
2023,"O",2023-10-21,0,"Great Crested Grebe","South Africa","34061828",1,18.46936,-34.09274,2023,1
2023,"S",2023-01-21,0,"Great Crested Grebe","South Africa","34061828",5,18.46936,-34.09274,2023,1
2023,"W",2023-07-15,1,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2023,1
2024,"O",2024-04-20,10,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2024,1
2024,"O",2024-10-19,2,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2024,1
2024,"S",2024-01-20,0,"Great Crested Grebe","South Africa","34061828",4,18.46936,-34.09274,2024,1
2024,"W",2024-07-20,12,"Great Crested Grebe","South Africa","34061828",3,18.46936,-34.09274,2024,1
1993,"S",1993-01-14,5,"Great Crested Grebe","South Africa","32361818",3,18.29973,-32.61176,1993,0
1993,"W",1993-07-20,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1993,0
1994,"S",1994-01-18,2,"Great Crested Grebe","South Africa","32361818",3,18.29973,-32.61176,1994,0
1994,"W",1994-07-27,102,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1994,0
1995,"S",1995-01-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,1995,0
1995,"W",1995-07-23,4,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1995,0
1996,"S",1996-01-17,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1996,0
1996,"W",1996-07-19,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1996,0
1997,"S",1997-01-15,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1997,0
1997,"W",1997-07-22,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1997,0
1998,"S",1998-01-19,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1998,0
1998,"W",1998-07-27,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1998,0
1999,"S",1999-01-25,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1999,0
1999,"W",1999-07-05,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,1999,0
2000,"S",2000-01-27,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2000,0
2000,"W",2000-07-26,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2000,0
2001,"S",2001-01-23,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2001,0
2001,"W",2001-07-09,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2001,0
2002,"S",2002-01-21,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2002,0
2002,"W",2002-07-17,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2002,0
2003,"S",2003-01-28,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2003,0
2003,"W",2003-07-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2003,0
2004,"S",2004-01-26,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2004,0
2004,"W",2004-07-27,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2004,0
2005,"S",2005-01-18,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2005,0
2005,"W",2005-08-02,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2005,0
2006,"S",2006-01-30,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2006,0
2006,"W",2006-07-25,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2006,0
2007,"S",2007-01-16,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2007,0
2007,"W",2007-08-07,0,"Great Crested Grebe","South Africa","32361818",2,18.29973,-32.61176,2007,0
2008,"S",2008-02-05,1,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2008,0
2008,"W",2008-08-12,3,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2008,0
2009,"S",2009-01-22,2,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2009,0
2009,"W",2009-07-20,3,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2009,0
2010,"S",2010-01-18,4,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2010,0
2010,"W",2010-07-22,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2010,0
2011,"S",2011-01-17,2,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2011,0
2011,"W",2011-08-02,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2011,0
2012,"S",2012-01-10,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2012,0
2012,"W",2012-07-23,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2012,0
2013,"S",2013-01-18,0,"Great Crested Grebe","South Africa","32361818",3,18.29973,-32.61176,2013,0
2013,"W",2013-07-22,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2013,0
2014,"S",2014-02-04,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2014,0
2014,"W",2014-08-06,0,"Great Crested Grebe","South Africa","32361818",2,18.29973,-32.61176,2014,0
2015,"S",2015-01-28,0,"Great Crested Grebe","South Africa","32361818",3,18.29973,-32.61176,2015,0
2015,"W",2015-07-27,0,"Great Crested Grebe","South Africa","32361818",2,18.29973,-32.61176,2015,0
2016,"S",2016-01-25,0,"Great Crested Grebe","South Africa","32361818",3,18.29973,-32.61176,2016,0
2016,"W",2016-07-25,0,"Great Crested Grebe","South Africa","32361818",3,18.29973,-32.61176,2016,0
2017,"S",2017-01-16,0,"Great Crested Grebe","South Africa","32361818",3,18.29973,-32.61176,2017,0
2017,"W",2017-08-02,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2017,0
2018,"S",2018-01-29,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2018,0
2018,"W",2018-07-23,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2018,0
2019,"O",2019-08-08,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2019,0
2019,"O",2019-11-26,0,"Great Crested Grebe","South Africa","32361818",3,18.29973,-32.61176,2019,0
2019,"S",2019-01-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2019,0
2019,"W",2019-07-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2019,0
2020,"O",2020-07-29,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2020,0
2020,"O",2020-10-14,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2020,0
2020,"S",2020-01-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2020,0
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2020,0
2021,"S",2021-01-21,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2021,0
2021,"W",2021-07-30,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2021,0
2022,"O",2022-07-27,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2022,0
2022,"S",2022-01-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2022,0
2022,"W",2022-07-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2022,0
2023,"O",2023-10-24,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2023,0
2023,"S",2023-01-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2023,0
2023,"W",2023-07-10,0,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2023,0
2023,NA,2023-10-24,0,"Great Crested Grebe","South Africa","32361818",NA,18.29973,-32.61176,2023,0
2024,"O",2024-11-28,1,"Great Crested Grebe","South Africa","32361818",4,18.29973,-32.61176,2024,0
2024,"S",2024-01-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2024,0
2024,"W",2024-07-01,NA,"Great Crested Grebe",NA,"32361818",NA,18.29973,-32.61176,2024,0
1993,"S",1993-01-13,72,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1993,1
1993,"W",1993-07-22,55,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1993,1
1994,"S",1994-01-18,65,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,1994,1
1994,"W",1994-07-27,60,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1994,1
1995,"S",1995-01-18,39,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1995,1
1995,"W",1995-07-28,29,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,1995,1
1996,"S",1996-01-17,33,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1996,1
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"32201825",NA,18.4167,-32.3333,1996,1
1997,"S",1997-01-21,22,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1997,1
1997,"W",1997-07-15,24,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1997,1
1998,"S",1998-01-20,45,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1998,1
1998,"W",1998-07-28,87,"Great Crested Grebe","South Africa","32201825",2,18.4167,-32.3333,1998,1
1999,"S",1999-01-26,54,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1999,1
1999,"W",1999-07-07,1,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,1999,1
2000,"S",2000-01-26,28,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2000,1
2000,"W",2000-07-25,28,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,2000,1
2001,"S",2001-01-24,48,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2001,1
2001,"W",2001-07-11,64,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2001,1
2002,"S",2002-01-24,65,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2002,1
2002,"W",2002-07-18,110,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2002,1
2003,"S",2003-01-29,21,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,2003,1
2003,"W",2003-07-01,70,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2003,1
2004,"S",2004-01-28,11,"Great Crested Grebe","South Africa","32201825",2,18.4167,-32.3333,2004,1
2004,"W",2004-07-28,140,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2004,1
2005,"S",2005-01-18,23,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2005,1
2005,"W",2005-08-03,72,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2005,1
2006,"S",2006-02-01,115,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2006,1
2006,"W",2006-07-27,24,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2006,1
2007,"S",2007-01-18,44,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2007,1
2007,"W",2007-08-22,14,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2007,1
2008,"S",2008-02-06,11,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2008,1
2008,"W",2008-08-13,14,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2008,1
2009,"S",2009-01-20,19,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2009,1
2009,"W",2009-07-23,47,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2009,1
2010,"S",2010-01-21,4,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2010,1
2010,"W",2010-07-20,100,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2010,1
2011,"S",2011-01-18,21,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2011,1
2011,"W",2011-08-04,69,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2011,1
2012,"S",2012-01-12,17,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2012,1
2012,"W",2012-07-25,30,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2012,1
2013,"S",2013-01-30,43,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2013,1
2013,"W",2013-07-23,38,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2013,1
2014,"S",2014-02-07,17,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2014,1
2014,"W",2014-08-06,46,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2014,1
2015,"S",2015-01-27,16,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2015,1
2015,"W",2015-07-28,47,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2015,1
2016,"S",2016-01-27,21,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2016,1
2016,"W",2016-07-27,35,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2016,1
2017,"S",2017-01-18,23,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2017,1
2017,"W",2017-07-01,36,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,2017,1
2018,"S",2018-01-31,30,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2018,1
2018,"W",2018-07-25,17,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,2018,1
2019,"S",2019-01-16,45,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2019,1
2019,"W",2019-07-24,0,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2019,1
2020,"S",2020-02-20,0,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,2020,1
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"32201825",NA,18.4167,-32.3333,2020,1
2021,"S",2021-01-05,0,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,2021,1
2021,"W",2021-07-22,0,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2021,1
2022,"O",2022-04-29,0,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2022,1
2022,"O",2022-11-17,2,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2022,1
2022,"S",2022-01-21,4,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2022,1
2022,"W",2022-08-02,0,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2022,1
2023,"O",2023-10-27,8,"Great Crested Grebe","South Africa","32201825",3,18.4167,-32.3333,2023,1
2023,"S",2023-01-27,0,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2023,1
2023,"W",2023-07-25,1,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2023,1
2024,"O",2024-04-19,0,"Great Crested Grebe","South Africa","32201825",5,18.4167,-32.3333,2024,1
2024,"O",2024-10-22,1,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2024,1
2024,"S",2024-01-09,6,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2024,1
2024,"W",2024-07-22,2,"Great Crested Grebe","South Africa","32201825",4,18.4167,-32.3333,2024,1
1993,"S",1993-01-18,6,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,1993,1
1993,"W",1993-07-30,15,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,1993,1
1994,"S",1994-01-14,6,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,1994,1
1994,"W",1994-07-16,6,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,1994,1
1995,"S",1995-01-12,0,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,1995,1
1995,"W",1995-07-23,3,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,1995,1
1996,"S",1996-01-23,2,"Great Crested Grebe","South Africa","34021913",2,19.2167,-34.0333,1996,1
1996,"W",1996-07-16,4,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,1996,1
1997,"S",1997-01-25,4,"Great Crested Grebe","South Africa","34021913",3,19.2167,-34.0333,1997,1
1997,"W",1997-07-26,0,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,1997,1
1998,"S",1998-01-26,0,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,1998,1
1998,"W",1998-07-31,1,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,1998,1
1999,"S",1999-01-26,0,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,1999,1
1999,"W",1999-07-19,2,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,1999,1
2000,"S",2000-01-19,1,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2000,1
