"Pentad","year","site_id","log_dist_coast","watext","log_watext","watrec","ndvi","elev","prcp","tdiff","watext:watrec"
"3035_2635",2010,11182,5.61394707098927,1346,7.20563517641036,1.74375340002967,0.31067368841571,1367.82196568181,51.2708333333333,17.2416666666667,2347.09207643994
"3035_2635",2011,11182,5.61394707098927,1346,7.20563517641036,1.97635761184825,0.35083628105236,1367.82196568181,54.9166666666667,16.8479166666667,2660.17734554774
"3035_2635",2012,11182,5.61394707098927,1346,7.20563517641036,1.83531492638481,0.338384362695533,1367.82196568181,41.2083333333333,17.49375,2470.33389091395
"3035_2640",2010,11183,5.59392072127374,1211,7.10002716662926,1.64787190409601,0.304714134300839,1383.20386274995,52.5416666666667,17.1104166666667,1995.57287586027
"3035_2640",2011,11183,5.59392072127374,1211,7.10002716662926,2.06985786857769,0.351390781736355,1383.20386274995,56.3333333333333,16.7041666666666,2506.59787884758
"3035_2640",2012,11183,5.59392072127374,1211,7.10002716662926,1.92989668747558,0.331556872261544,1383.20386274995,42.0833333333333,17.3708333333334,2337.10488853293
"3035_2645",2010,11184,5.57385919988667,2300,7.74109909003537,1.69556483559172,0.29896644339617,1347.90933363748,53.8541666666667,17.0125,3899.79912186096
"3035_2645",2011,11184,5.57385919988667,2300,7.74109909003537,1.92925647827739,0.350643361668461,1347.90933363748,57.6666666666667,16.6125,4437.289900038
"3035_2645",2012,11184,5.57385919988667,2300,7.74109909003537,1.81586000207864,0.332119469147626,1347.90933363748,43.1875,17.2541666666666,4176.47800478087
"3035_2650",2010,11185,5.55188077952077,918,6.82328612235569,1.83164474552038,0.306228925952512,1414.45748128668,55.5416666666667,16.7791666666667,1681.44987638771
"3035_2650",2011,11185,5.55188077952077,918,6.82328612235569,1.98579628865277,0.365882352696223,1414.45748128668,59.3958333333333,16.38125,1822.96099298324
"3035_2650",2012,11185,5.55188077952077,918,6.82328612235569,1.91980732652792,0.336824377649723,1414.45748128668,44.5416666666667,17.0333333333333,1762.38312575263
"3035_2700",2010,11187,5.50052353251922,687,6.53378883793334,1.75842770047217,0.2983891486763,1467.79883366619,59.3125,16.4270833333333,1208.03983022438
"3035_2700",2011,11187,5.50052353251922,687,6.53378883793334,1.87394671500082,0.362055116943991,1467.79883366619,63.375,16.0270833333333,1287.40139320556
"3035_2700",2012,11187,5.50052353251922,687,6.53378883793334,1.74393881713893,0.340185167068509,1467.79883366619,47.75,16.6666666666666,1198.08596737444
"3035_2705",2010,11188,5.47437413041546,70,4.26267987704132,1.48571428571429,0.279073665395048,1524.31253339729,61.0625,16.2229166666667,104
"3035_2705",2011,11188,5.47437413041546,70,4.26267987704132,1.65714285714286,0.333173461367638,1524.31253339729,65.1666666666667,15.84375,116
